	APBB1	BMI1	E2F4	EGR1	EPAS1	EPOR	ESR1	ETS1	FOS	FOXO1	GATA1	GATA2	GFI1	GFI1B	HCFC1	HDAC2	HMGB2	HNF4A	HOXA9	ID2	IKZF1	IRF1	IRF8	JARID2	JUN	KLF6	MAPK1	MEF2C	MYB	MYC	MYCN	NCOA6	NDN	NFATC2	NFE2	NFE2L2	NOTCH1	NR2C1	NR3C2	NRF1	NUPR1	PGR	PLAG1	PPARGC1A	PWP1	RARB	RB1	REL	RELB	RUNX1T1	RUNX2	SATB1	SMAD2	SMARCA2	SP4	SPI1	STAT3	TCF12	TCF19	TRPS1	VDR	YBX1	ABL1	AHCTF1	AHR	BLZF1	BTG2	CBFB	CENPK	CITED4	CNOT7	CREB5	CTR9	DCP1A	DDX20	E2F6	ERCC8	GTF2E1	GTF2F1	GTF2H1	GTF3C3	H1F0	HCLS1	HDAC10	HDAC11	HDAC7	HDAC9	HDGF	HIST1H1C	HLF	IRF5	IRF6	KLF1	LZTS1	MAPK9	MCM2	MCM3	MCM4	MCM5	MCM6	MCM7	MECOM	MED16	MEIS1	MIS18BP1	NFAT5	NFATC1	NFKBIA	NR4A1	ORC2	PA2G4	PBX1	PHB2	PHF10	PML	POLR1B	POLR2B	POLR3F	PRDM16	RAI14	RNF4	RORC	RUVBL2	SNAPC3	SNRPB	SPO11	SRSF1	TAF1	TEAD3	THRB	TOPORS	TOX4	TRIB3	VHL	XAB2	XPC	XRCC5	XRCC6	ZBTB43	ZDHHC6	ZEB2	ZFP143	ZFP275	ZFP36	ZFP592	ZKSCAN17	ZSCAN21
CREB5	0.0725213562272574	0.0109955358645947	0.120287710561259	0.0373915703840318	0.0615149416837743	0.16363679919768	0.0890609008689069	0.00889249507817627	0.111400138515053	0.0866960590721032	0.205248928500547	0.0267814143570211	0.0682040337878674	0.147648777514024	0.136810601457036	0.125331088729379	0.192318439973988	0.0538415120538005	0.088092690088536	0.0851825517922981	0.0573380024796611	0.101792939169152	0.0168089273175417	0.0668374192092347	0.130647612798918	0.132538739070506	0.0585706765467608	0.0626807030581474	0.158570381576606	0.0945841861499194	0.108252172908564	0.0263713271373967	0.149146907774145	0.13024047168483	0.0763472717055597	0.0320395628750921	0.0613617095410217	0.00447137063359317	0.0595414362683905	0.040491135383153	0.00380485116543707	0.0548356976443833	0.0235727292330374	0.0379575034003688	0.109695204045723	0.0027123791937863	0.0582600367121886	0.00376685189089618	0.0369394656141716	0.166288845665238	0.0690162382175338	0.0273215680601762	0.0562773734878	0.0950947656139312	0.0108086889595915	0.127725418180269	0.101620195081123	0.0550784303367692	0.110258001031734	0.00917631391837042	0.0517574063412162	0.152990313913859	0.0374451484909543	0.117492285750107	0.0302197178384328	0.0184198404547894	0.0199863239244481	0.00858275525226856	0.15625596608962	0.117521130639517	0.0375056710112806	1	0.0523292105046685	0.055187306918067	0.093989960357128	0.0793345086245662	0.0364277545654472	0.0623481543215129	0.146100683762974	0.0826769444544862	0.0554595299700685	0.0585901852919777	0.0214898598243392	0.0280613718019895	0.0327864177876821	0.141212381775535	0.0762057625742683	0.125377098509493	0.0249263586692749	0.230112869555135	0.0678620237094021	0.0273829139960895	0.18851060243247	0.108298051319711	0.0356516405553847	0.118785150103476	0.143563738363726	0.144288743519826	0.12363979539723	0.135600780204234	0.101317858564564	0.181336238565424	0.0436655290654592	0.116095801018502	0.113067400591661	0.097569460698741	0.0135457981071612	0.0716022100862539	0.0454520347508606	0.100447769376143	0.127121295504357	0.0561254354543255	0.206753435030919	0.121617113880483	0.100217075391988	0.0918321482736753	0.0590321925705184	0.0537675609166426	0.0811666531158409	0.027526236272519	0.0675994747070836	0.0412094226705134	0.150528240489995	0.0221106207443731	0.127745888356199	0.050007629711495	0.124979186644265	0.00536125026694057	0.0120581441726207	0.0282814748172598	0.0735935504440497	0.0256605511868676	0.136512287147991	0.0280099542795537	0.0907076707270896	0.00792889268149984	0.0871451269222907	0.149958974608325	0.0104894799852689	0.123420419389487	0.0834764679205884	0.0571006668182183	0.0469438739086782	0.102181258843869	0.086642022956866	0.00623174202725079	0.094471369426804
CTR9	0.0964757993864722	0.0357902505682511	0.229439195890541	0.0256804691754216	0.0491047818662024	0.248538429642934	0.052431977456918	0.118366692505043	0.110714476901634	0.0510243415347601	0.255465829503635	0.0798159840799368	0.0599833147441789	0.162234972178187	0.205203429338376	0.170438811269981	0.287125279092781	0.0561458709946902	0.137764554906005	0.0574957239817467	0.18844886405113	0.0881039728508975	0.0425000261638978	0.124028289255959	0.148091861670591	0.12322178125686	0.170297079608376	0.161787682446566	0.117524311182193	0.182939518826555	0.184737957156665	0.154536443431008	0.188825567072038	0.0997397410073082	0.0609733756504251	0.14877853610818	0.14061819483282	0.0811711556881867	0.0807975738721332	0.152506683646911	0.0233118526733219	0.0584733497314261	0.0123012828817676	0.0465770443661145	0.113837029087351	0.0153907853039327	0.18259439962014	0.0944652511463894	0.0774958686096734	0.101134928506958	0.130807410331533	0.0337201216127904	0.10017091743974	0.153331614014587	0.14413433680779	0.149061687565723	0.0992611135732018	0.230907849528178	0.226056429811906	0.0077258339099411	0.100124138000555	0.311814998453055	0.0943110020773704	0.183545477189208	0.00441060780151242	0.0910822383957924	0.0257818827414196	0.0430813627908243	0.245116056313895	0.265667488699691	0.0976752270591963	0.0523292105046685	1	0.112261622134307	0.166789680254901	0.211912671787284	0.125216241377286	0.125434272511077	0.229555191157007	0.208956149829678	0.124761793581576	0.0519851673920649	0.0186993777650523	0.118136200825543	0.0188763867730117	0.179536234302394	0.0643659611381176	0.205577755180068	0.0943237201803057	0.235951131864938	0.072373908839799	0.065633288566906	0.283484799409556	0.0786889530983232	0.13959918800694	0.24557852091993	0.178720438029411	0.21930597274083	0.261515010788612	0.187384084515099	0.263273533172199	0.208355174414164	0.100318731823604	0.226665718458808	0.253828028063555	0.135666408098787	0.0272853757539528	0.0821012362418568	0.058849220405437	0.226559328268765	0.21159819604584	0.158524044856845	0.24686342153978	0.28226852248976	0.11469801952494	0.204758320825436	0.106378880662437	0.092467714614785	0.0736475260132259	0.0349228576469471	0.155221941525751	0.052496210195133	0.210711564956882	0.101429057007832	0.140066840559174	0.0655843758153228	0.223359911140772	0.0672976529917295	0.0108900558512415	0.0840345728401925	0.0706585926179598	0.0671280722698824	0.114780206766327	0.101179766430471	0.11659733578836	0.00372359629762904	0.185025739301913	0.204166800898171	0.0978935512116365	0.199666575942857	0.13508889448493	0.121327396544105	0.0859976595036107	0.128955228314141	0.104880667847642	0.0324678169838377	0.0969299330324051
DCP1A	0.0325526763676679	0.0537374388046893	0.131148369584163	0.0469267688150705	0.000378949333282826	0.141279155034983	0.00112179861454771	0.0252668705176868	0.0884407459962753	0.0481179706236011	0.122256353044243	0.0744191606512419	0.000887606513401939	0.125274290329625	0.150593988784759	0.0954337502858464	0.139534047459389	0.0149725652364037	0.0680620856693517	0.0167445096320061	0.0940099028342665	0.042421010286371	0.0533465167602581	0.0560717152451849	0.112687935824758	0.0528972308689507	0.0825199155911852	0.0621182613394373	0.0327235974638796	0.0721295589564309	0.0945552288212072	0.0626786693934936	0.00954813221470776	0.0256109230428243	0.0924850663961533	0.0675777631899337	0.0268757573777591	0.0633693453364438	0.0286261705975476	0.162000228332249	0.0106592861657944	0.00149017131888694	0.0311656047726278	0.0424808616188959	0.0841580796946585	0.0141118072649915	0.0752408218667367	0.0278201679694368	0.0307882602551546	0.0386557903699144	0.0753872046965956	0.0277842113561187	0.0352346182894603	0.0404374619253155	0.0255859369881871	0.0763177605562372	0.0461974667703809	0.0747746573801641	0.115036759402148	0.020703233409156	0.0232100094810076	0.164817208339797	0.0641739480765254	0.107248349798801	0.0546180486457169	0.121580908125846	0.00127200016311615	0.0447484425412651	0.16840676640927	0.220475140148858	0.0793576371710552	0.055187306918067	0.112261622134307	1	0.107997104213009	0.0985000933520649	0.112911732949187	0.0785837406449604	0.133780047940207	0.10769016212941	0.0491502315734119	0.0340344878231445	0.0462162458364852	0.0513696994788291	0.00561985228408769	0.0894947572608603	0.00139619990182193	0.126247173544655	0.0648169376122378	0.12000846960834	0.0564614827541684	0.0189999539051342	0.153750836636737	0.0616169843505612	0.126840753067565	0.140470968957083	0.0863639585120771	0.118917213412376	0.168843014002377	0.139767783909154	0.118145658578176	0.0925524137993387	0.0843554992491552	0.140980823332478	0.189085190270922	0.043700382125393	0.0368122070822015	0.115415688535051	0.0166383045925816	0.141293339352126	0.159952262893666	0.0816304412536045	0.182164355443939	0.197579992950984	0.0884084234715041	0.123129558461393	0.0860036560611609	0.0946705426851324	0.101622345163959	0.0327955192204574	0.0670577959183118	0.00369246466028193	0.126497167214989	0.0937471685072754	0.123149850655731	0.058361979418218	0.129238540754455	0.133188396378675	0.0216689058268693	0.0426092139602152	0.0730574187874181	0.0494549801267086	0.0627652901710253	0.0619003027715079	0.0850737239035038	0.00571496370126267	0.1063229490272	0.110086862870274	0.0938320026437471	0.116271907514489	0.0811736852752725	0.0884499651498367	0.0147559370340194	0.0681073681593869	0.0807441001656604	0.0368591503420331	0.0480180978367174
DDX20	0.114647338561055	0.127629428037448	0.342550699387249	0.101321476050419	0.0367564218901682	0.402664300325849	0.0985694039720495	0.12335857020083	0.232997295608743	0.121263124433547	0.341951643228137	0.179658484177821	0.0599770116657438	0.313198452985267	0.328723642464456	0.258350279945273	0.372447925701794	0.03400977411684	0.194276422445048	0.0916089780227029	0.2515334857427	0.172953519549583	0.0644175803474691	0.13950504743306	0.283383781843847	0.162279439322017	0.188287339294601	0.262028842985214	0.10864367504451	0.180493614557698	0.238330652776735	0.140218867034612	0.127068512992032	0.0935289925294207	0.0955851790834079	0.247533843654904	0.123317884865532	0.0866049361728958	0.0150565368960306	0.207228454393927	0.0595709913095498	0.0531444912932258	0.116083916910806	0.0641866248400862	0.258441589626065	0.000565103527830953	0.166492599427906	0.11781470491298	0.0812050940700428	0.0796302971329063	0.200608813637838	0.110860165204409	0.11994311098709	0.192296770811751	0.18860043379837	0.276105004090688	0.132898119002292	0.201662281735023	0.25783887413756	0.129286020877112	0.0544989796207662	0.375466893344107	0.144167829212977	0.361060341536374	0.0455582878478005	0.200643501597629	0.130537845266294	0.124155957328874	0.394275821739588	0.435148425598749	0.159889104991653	0.093989960357128	0.166789680254901	0.107997104213009	1	0.230769819871694	0.231201520152727	0.182269168804034	0.354104812323464	0.285078990291488	0.164788304127258	0.0742932649817531	0.121534693795941	0.128998901045844	0.107661806783134	0.166724068357352	0.0224310679388654	0.317288863703654	0.104435392058905	0.26138339230059	0.145611914352472	0.0648933712219925	0.382667014728381	0.0844996798840329	0.285429079385379	0.336583187367919	0.31241538908933	0.32933442236731	0.378611620713364	0.26179730072779	0.306445468906486	0.206628749733773	0.126707056405093	0.348087298893688	0.3331133775849	0.111828291629003	0.0897714250602813	0.0918386197405245	0.114616202233666	0.345682863307124	0.326277137820887	0.188884291782716	0.363597903682105	0.375151500060918	0.212056977761073	0.248500521104171	0.284225869962967	0.119608139875054	0.124110984789142	0.0681382334909021	0.16621358903564	0.0496803052964176	0.321204321049782	0.1550227496879	0.33721735212365	0.121660455081233	0.270944824104362	0.195124198617011	0.0977998040105138	0.0524489143505166	0.198037541304984	0.133674186490169	0.0983035094312185	0.0882407257486231	0.138907365798086	0.0808675281786195	0.277665385721116	0.290997128394151	0.118665358127141	0.292571760775135	0.110186336630507	0.099595119937417	0.0800001079399778	0.244856302787794	0.158973975289629	0.107735387417105	0.0941233214368164
E2F6	0.0703256247522993	0.10554905460676	0.32570154963777	0.0426239428773001	0.0029361304633037	0.333698436709078	0.132546829783359	0.0725816187792201	0.160630457284638	0.0578788976588062	0.306595929434095	0.0992652612141506	0.0679190661319452	0.293247391454631	0.239030635185149	0.300833474159771	0.301992025472136	0.123813107210923	0.131811813073339	0.0493447026667028	0.212222031714418	0.147977240755944	0.0708890953429199	0.0718732109314789	0.200685676781155	0.161955138076503	0.212746322327194	0.199288423255728	0.139285802192702	0.175205092684232	0.163660270737194	0.13779133586316	0.0837264217257292	0.0682406978792065	0.06753308740466	0.181073378216444	0.105834908673516	0.0577429818719722	0.0817045141398819	0.170572676672148	0.0312332987929932	0.0439108158228759	0.00790558962672801	0.0372692593197435	0.188705207051606	0.0105727327543869	0.217462507353126	0.129369159750681	0.105498788084198	0.124649260147562	0.192948726218736	0.153831731133642	0.143574198585545	0.169798722202228	0.148168227112892	0.224620552330586	0.0727678213274806	0.181180506156019	0.231947537784547	0.121736402433592	0.00224542254419839	0.369945992853679	0.0707013161206501	0.287469015215456	0.0340399904714364	0.0861238527476961	0.104688770927837	0.11565537318068	0.339405154300257	0.350907518913106	0.143855868192281	0.0793345086245662	0.211912671787284	0.0985000933520649	0.230769819871694	1	0.217885771273442	0.172536613966232	0.247984714853717	0.278508738052153	0.146443485316577	0.0877481067183191	0.0778703922784856	0.115650766183355	0.0384316854731502	0.161194544223422	0.0356119587865338	0.283186434522197	0.0802857352084839	0.215167451591624	0.066297075974607	0.0319455330360061	0.329996812948627	0.0359978454996809	0.218080291536603	0.304433291024473	0.314150394441299	0.307660992032103	0.337114907206154	0.287562740310864	0.342762088166683	0.154829272097664	0.139024954289615	0.275074471892504	0.256191867552865	0.0301716316015773	0.0970263124579219	0.0534911583181453	0.0204058963191763	0.308394378933044	0.296672768421598	0.168326583563668	0.332215069664974	0.293914134172062	0.18000636225957	0.248181070292976	0.205158516269202	0.118660703486999	0.0582597582578778	0.0592323711453246	0.219430683082376	0.0150946866433459	0.277959358603022	0.127922177735855	0.248160448953876	0.089434088793834	0.258056564609983	0.157128630928799	0.0441809101679905	0.0890105834160872	0.0905576308839574	0.123794663510308	0.0739791008506684	0.128618141715116	0.113587080378061	0.0574421195260016	0.215379975186408	0.257206969702169	0.0471552039726431	0.274205346269147	0.0616665441277842	0.119335668697975	0.0624812727495325	0.192263857839497	0.122549908143632	0.00537978559442636	0.0965268509053149
ERCC8	0.107276149790722	0.0737528732403992	0.285389056406256	0.104815483135334	0.0457827818091873	0.34896908958638	0.0955881307399531	0.0518648619634044	0.128593109869495	0.124153823404552	0.347328925171507	0.104627644053627	0.0759231887523871	0.29009404383137	0.250397472857701	0.188991382193173	0.291343213120952	0.055666051544402	0.181064240667832	0.0805497199540801	0.221598892254709	0.163301563871529	0.100774757130229	0.133364073130928	0.192675981102272	0.161935823581887	0.20090248537209	0.225199745090115	0.10763368759832	0.184489405207826	0.215710814000712	0.160297519148903	0.160877142298058	0.104570223622075	0.103312563300737	0.178028294304919	0.138058470955658	0.0735507639686041	0.0560612039462142	0.197121434095241	0.0796649482129782	0.129832010130013	0.0265290789018246	0.0759775749580357	0.243736863597006	0.0741945637743998	0.199617792264589	0.108831345711763	0.0791911994007432	0.143227405849218	0.205536888009469	0.13941297465205	0.151435395637082	0.116052786867189	0.148870502204158	0.237069888062091	0.138682558021082	0.130256370759815	0.179739112016851	0.0833342625819381	0.0766539229696894	0.344476624836108	0.0123943090807528	0.30101253967794	0.070801312948933	0.169826092692768	0.131363411048479	0.0860004798868308	0.321058970376467	0.353701270790626	0.0651653005673018	0.0364277545654472	0.125216241377286	0.112911732949187	0.231201520152727	0.217885771273442	1	0.191322979105171	0.266590925811579	0.221369220754031	0.129088337172537	0.0654134648930915	0.135815060548804	0.125030018910247	0.0974366298993561	0.166791984830381	0.0663558491612982	0.292249298821053	0.072284552261504	0.283811987621245	0.123465097086229	0.0796723650373926	0.370042679353689	0.0929375658416327	0.215923218301339	0.269382612556016	0.205684457099107	0.290352002547351	0.29700324018948	0.20564559636101	0.267763059283382	0.195656112697215	0.119354923191001	0.318038871847585	0.228103666230028	0.074945192752847	0.140182714079391	0.117199911549472	0.090092973370865	0.228373232768128	0.280814663547713	0.177331029817007	0.308415029981708	0.291085473297788	0.131496136803811	0.256738222892483	0.221342844499896	0.106021380241651	0.0966620263895122	0.040479420348114	0.18076300890035	0.00399174855992447	0.289554885999769	0.112210347469945	0.282703844232816	0.0904329441607245	0.201870399320211	0.133870640009238	0.0513900726779115	0.0651804521483352	0.112964017361698	0.106591103824258	0.107119772281045	0.0532912538153069	0.106720087723338	0.0304632897200919	0.191101531798952	0.250310172301695	0.12222425721095	0.222773653824789	0.126001530629926	0.113357491824608	0.0858544461127987	0.225382280693275	0.112361424327183	0.0813210737852691	0.0803939506175523
GTF2E1	0.0366500333055345	0.0495903368555449	0.21557808890875	0.0827117901533288	0.00856205678289011	0.271610201527222	0.0736722142216042	0.0218452169474067	0.153457124576558	0.126549893010144	0.268649172296429	0.0446882824789269	0.0660205284997695	0.241154653727623	0.19912493617666	0.155967222977738	0.276441803331474	0.094924402396037	0.145860344441668	0.104339815623883	0.161862125054037	0.110491799978478	0.0718761794540105	0.0844798023938281	0.170815600580486	0.125786489980672	0.158054153264367	0.185279502409916	0.0978335960156517	0.171328458843559	0.163080222537425	0.114296888795646	0.139654162966901	0.0918469118102528	0.118838203738101	0.160757772570042	0.13879051397507	0.0736040814647852	0.0317518117449781	0.135982216512288	0.0195069947777613	0.0550079052600643	0.0373961068473863	0.0645923074041489	0.175517686647667	0.00574779379598773	0.142544663895912	0.0880647383279923	0.092765040741427	0.106950728131593	0.134589813067137	0.122600202053652	0.0613869541426644	0.120933672794075	0.0652128995622452	0.176578752576919	0.109060347598798	0.174331938507972	0.141029805893976	0.115901444470543	0.0715629557460003	0.302714562169473	0.0411795700740441	0.213893209381045	0.038186221596965	0.0952733190024457	0.10619935904732	0.0789767523569588	0.30672660441296	0.28062865865568	0.0963469716900775	0.0623481543215129	0.125434272511077	0.0785837406449604	0.182269168804034	0.172536613966232	0.191322979105171	1	0.252665854504043	0.198358738872832	0.116599122529839	0.0732201204575471	0.119520835724448	0.0976115282530452	0.12402001596893	0.108476676838992	0.0444870434227333	0.287229798384327	0.0215434953058112	0.2030572239253	0.0432185404353724	0.0354953315191684	0.300012510470159	0.0560825208302637	0.195094193387745	0.240368376306986	0.195397369615783	0.234799441230981	0.240545287884051	0.190628807338766	0.25270569531063	0.187733601952027	0.072468294620981	0.246021609868663	0.143804206605126	0.0273274778952092	0.1141244548229	0.101648837176195	0.0721724759641743	0.227060361324581	0.263533642037875	0.169716793506678	0.265439749957328	0.255208816689829	0.176837942616654	0.210090628760939	0.158512843364379	0.080156414360956	0.0447798850751874	0.0773688792872322	0.148994110054343	0.0184133024232175	0.197339570842426	0.112610776064025	0.23337419618835	0.0615691795799655	0.224347086749462	0.135442890305823	0.0673342310483132	0.0731328048444724	0.173899363509808	0.0910017080681057	0.0678535090840372	0.0484741261868181	0.0519071791233738	0.0742874769017511	0.179348439922624	0.206789693104683	0.143036220615569	0.18911690980711	0.0898044219475837	0.0811621148115641	0.0621186285112704	0.201389461594475	0.103612125091223	0.0439120013859384	0.0238368736569345
GTF2F1	0.107286388748519	0.116547632286564	0.393801915466888	0.102251804851859	0.061797242228147	0.479097386798081	0.193853580137115	0.0834126593243672	0.183859021955327	0.103183900424554	0.475290633320845	0.12978321409369	0.124914847610476	0.417594801460119	0.341001014698157	0.317604144965019	0.471728230073982	0.0508187111079696	0.275460477422978	0.0961724728553547	0.321507700392456	0.191066727478603	0.031722514980243	0.171393399477233	0.258130771419219	0.226073428841697	0.29054640635937	0.301069641528858	0.154669161259244	0.284084570552652	0.264095265304244	0.191009991792564	0.194572068765555	0.144062127424763	0.146271971196307	0.2922760552791	0.187781561011781	0.108133147669889	0.147562425228001	0.27155848302263	0.0700001249685435	0.0529322336051809	0.138533285108945	0.130905264769153	0.307545190220804	0.00829930759215658	0.236370962594898	0.0673015971119961	0.110984271808843	0.144713907206405	0.260636953484281	0.149353866650588	0.176849813368468	0.279615021357976	0.268490282518482	0.290838914016421	0.206653735534157	0.195469184602879	0.290156063386323	0.172380082793627	0.143832679067719	0.495002990811373	0.138457649902642	0.372779276251456	0.0380539232435662	0.237470072180706	0.117887251208744	0.100320690328417	0.459106055244711	0.490650276616019	0.190578803742762	0.146100683762974	0.229555191157007	0.133780047940207	0.354104812323464	0.247984714853717	0.266590925811579	0.252665854504043	1	0.304786422991141	0.139704285763939	0.071976345758607	0.0992035367115918	0.11711735346593	0.152328225506407	0.290882973288288	0.0509287326099371	0.429173838089074	0.13653068826898	0.389150982333358	0.117700717665143	0.158613150133451	0.512113570628603	0.121511519745143	0.332459951142067	0.456948117446557	0.415141022829924	0.412289132804238	0.460584385228215	0.396264427250397	0.426841167422863	0.323097145219141	0.131341124179096	0.451184734661201	0.348559219133707	0.175874421740775	0.165240465230823	0.172775902892243	0.0572934803553291	0.394549498764828	0.411394554445289	0.259277241874589	0.472301485420191	0.446376094102885	0.228594614807342	0.33617725796857	0.287038995130514	0.152803234253143	0.137789763135784	0.148780878249492	0.301269392551032	0.0678978831252458	0.37232758795646	0.147340329223289	0.406654619560435	0.146930659824365	0.387746819509618	0.221974359793046	0.0444869664983186	0.0881809119214874	0.219790010960556	0.18768659434515	0.135066114155903	0.126665233336837	0.168902037321869	0.0906601575804416	0.316460301329463	0.3425113630603	0.148925116221639	0.352929294143812	0.134046294718845	0.159233897781469	0.0749768369350699	0.326934605536759	0.168338704645952	0.0921067002452098	0.129579256880007
GTF2H1	0.086210873211062	0.143000148351603	0.351190006373649	0.110077097729429	0.0419955601380236	0.440918359215816	0.101533039559976	0.113385851641352	0.200920259385645	0.101108859536127	0.397883473002568	0.162905863425709	0.0964084090864198	0.372886419676287	0.301757158063289	0.259441829867143	0.364061643762116	0.0723598099390046	0.241368688976491	0.113235151118384	0.305595706644138	0.226653930336166	0.105251327542302	0.174466717940973	0.268044074306187	0.224412580617775	0.209675721290675	0.323988188885171	0.0994706997196257	0.222560870980313	0.231452546189288	0.167307910634756	0.132823779900188	0.179149485799251	0.107342930526729	0.253508863101158	0.167810752636037	0.109230671186217	0.0895780126777117	0.220968441420435	0.00923744527067849	0.0829486112547511	0.0594976998980546	0.10842177344331	0.215226463584294	0.0159295830423831	0.213220726248812	0.159812776382632	0.0388198716491901	0.113903035855557	0.237782435138702	0.160219229765079	0.120781416125761	0.217335197963203	0.147781631859342	0.308677845514427	0.181320390233696	0.186624833794881	0.203699631031478	0.154604564193947	0.0594314959016625	0.411251421473731	0.0805819746973021	0.31683812292335	0.0634579831921252	0.131567151643687	0.102776345600776	0.198326442517946	0.376300351851472	0.465738477845464	0.197294892949317	0.0826769444544862	0.208956149829678	0.10769016212941	0.285078990291488	0.278508738052153	0.221369220754031	0.198358738872832	0.304786422991141	1	0.107738466373204	0.0843102016201081	0.161533244582943	0.13171746561887	0.0593601486321746	0.265605629883189	0.0415735021543998	0.333630324166229	0.110656444021512	0.284318101196548	0.108707339345546	0.0890921452660519	0.442310846805952	0.0873782516524615	0.299170408031357	0.334942351403994	0.28985340476445	0.320535002486857	0.324743653772956	0.256876947626407	0.324466204361776	0.220424426947934	0.155644493390949	0.390578140419912	0.264158318256987	0.11292639281886	0.158839238766821	0.123763355869767	0.101106839536387	0.345318371600668	0.341365542500735	0.273805586717803	0.339472378406257	0.390184163988207	0.207690248234207	0.302393124533355	0.265779186209008	0.147630118904363	0.1354271555864	0.07706523310969	0.258830254174066	0.10620511584197	0.340542743997095	0.156129113646483	0.327248924745126	0.0924606822307907	0.305446581828208	0.142778398378307	0.0370843204510741	0.118704810018526	0.157890161336661	0.100852004626921	0.145963607863986	0.090333151697189	0.134181989331825	0.0685659501687451	0.263656550916003	0.270239237831534	0.130996295718453	0.294062915838003	0.0875763251828452	0.199011230399793	0.0602588451261181	0.2908423493543	0.130971649220299	0.0971622707577924	0.114918296848386
GTF3C3	0.00504276835857002	0.109614756060962	0.21816635428304	0.00318942205754213	0.022188912341003	0.200357771512693	0.0849638956533018	0.100226173697554	0.0917297312225955	0.0200352569273366	0.172298800604485	0.0596130602159055	0.0312801981520077	0.159984009981817	0.0964459385609721	0.163631453046411	0.179570772465436	0.00262693837743975	0.0712900898613816	0.0317907952492696	0.109936911238439	0.0974524003228944	0.0434932684655035	0.0728015062761459	0.0916921119524445	0.0851345363783157	0.085585982001433	0.0830623201818841	0.0375519543964988	0.123360860679581	0.100304805740705	0.0803497173071339	0.0652155330864456	0.0309999209592137	0.0126655257008887	0.125694230879589	0.0797955046292972	0.0250409361917428	0.0640883408785086	0.11396842242613	0.0257258141753973	0.0344482765347878	0.00614419649929995	0.046047732248683	0.0871241342601398	0.000411121305823409	0.123946479750892	0.0728356710458486	0.000642239541625866	0.0478559696582056	0.0932072568904233	0.103996440468287	0.025249067843977	0.0957606447743109	0.106759993427486	0.143724260264071	0.0569214742835424	0.115376728992467	0.153759691854742	0.0724266786629563	0.0167067030989286	0.192562692445359	0.0775952829505923	0.204232474994126	0.0103164070381544	0.108030121598206	0.0724843993283907	0.0502361103956746	0.218758929568925	0.221409572261428	0.0866172296297641	0.0554595299700685	0.124761793581576	0.0491502315734119	0.164788304127258	0.146443485316577	0.129088337172537	0.116599122529839	0.139704285763939	0.107738466373204	1	0.0635315346818691	0.0266945063204332	0.0769658018706104	0.0460415342914202	0.0797820973104941	0.0971247955928294	0.131772240583395	0.0479809495396541	0.128202883365922	0.067590584536338	0.0321873338675078	0.199878308017352	0.0319381630662981	0.125729268384673	0.214113782861919	0.174453633415503	0.164950520497218	0.195720213504506	0.160470587026373	0.165408511996917	0.107757908784891	0.0798768478198635	0.183117989343906	0.146663300633485	0.0390817027203635	0.0813624145207263	0.0151291412928777	0.074181653827723	0.132459639000501	0.17493982524169	0.0872641922774078	0.189714245792017	0.199535958044349	0.168825223940377	0.149557429521082	0.112274078083335	0.0700678764261056	0.00222186498346487	0.0249205287609013	0.185818091564735	0.00827934161813444	0.175288421857231	0.0513408295646367	0.17519126226503	0.0125077766732819	0.185490217247954	0.0815426141266256	0.00243735348383236	0.0201285575591626	0.0835241491986483	0.0914635342401083	0.0286036012738971	0.0785506804156909	0.0589107017977118	0.0659922561860009	0.168597958408528	0.178102273834606	0.0158501960960517	0.188069166507546	0.0589862617811374	0.0950389750253933	0.0352040701556567	0.146767277341029	0.0955656313223376	0.0790749602988135	0.0480425024270489
