	APBB1	BMI1	E2F4	EGR1	EPAS1	EPOR	ESR1	ETS1	FOS	FOXO1	GATA1	GATA2	GFI1	GFI1B	HCFC1	HDAC2	HMGB2	HNF4A	HOXA9	ID2	IKZF1	IRF1	IRF8	JARID2	JUN	KLF6	MAPK1	MEF2C	MYB	MYC	MYCN	NCOA6	NDN	NFATC2	NFE2	NFE2L2	NOTCH1	NR2C1	NR3C2	NRF1	NUPR1	PGR	PLAG1	PPARGC1A	PWP1	RARB	RB1	REL	RELB	RUNX1T1	RUNX2	SATB1	SMAD2	SMARCA2	SP4	SPI1	STAT3	TCF12	TCF19	TRPS1	VDR	YBX1	ABL1	AHCTF1	AHR	BLZF1	BTG2	CBFB	CENPK	CITED4	CNOT7	CREB5	CTR9	DCP1A	DDX20	E2F6	ERCC8	GTF2E1	GTF2F1	GTF2H1	GTF3C3	H1F0	HCLS1	HDAC10	HDAC11	HDAC7	HDAC9	HDGF	HIST1H1C	HLF	IRF5	IRF6	KLF1	LZTS1	MAPK9	MCM2	MCM3	MCM4	MCM5	MCM6	MCM7	MECOM	MED16	MEIS1	MIS18BP1	NFAT5	NFATC1	NFKBIA	NR4A1	ORC2	PA2G4	PBX1	PHB2	PHF10	PML	POLR1B	POLR2B	POLR3F	PRDM16	RAI14	RNF4	RORC	RUVBL2	SNAPC3	SNRPB	SPO11	SRSF1	TAF1	TEAD3	THRB	TOPORS	TOX4	TRIB3	VHL	XAB2	XPC	XRCC5	XRCC6	ZBTB43	ZDHHC6	ZEB2	ZFP143	ZFP275	ZFP36	ZFP592	ZKSCAN17	ZSCAN21
BLZF1	0.157134840263677	0.350311365414165	0.153093108923949	0.0716114874039433	0.0816496580927726	0.105409255338946	0.143621247405357	0.129099444873581	0.130558241966773	0.157134840263677	0.105021006302101	0.0950586375786717	0.158113883008419	0.204124145231932	0.140487871737254	0.120385853085769	0.114707866935281	0.100673408282104	0.210818510677892	0.0653720450460613	0.125	0.0851256530758749	0.142373699362875	0.150755672288882	0.152997515340526	0.132453235706504	0.138250315902333	0.0756649908457977	0.130558241966773	0.108625089318714	0.153093108923949	0.148522131446501	0.155542754209564	0.130558241966773	0.166666666666667	0.175035010503501	0.117851130197758	0.188982236504614	0.174077655955698	0.231455024943138	0.130558241966773	0.123717914826348	0.132453235706504	0.14213381090374	0.174077655955698	0.132067635948844	0.155643201591173	0.123091490979333	0.144337567297406	0.231455024943138	0.101360606759923	0.111111111111111	0.127515342612668	0.121267812518166	0.166666666666667	0.262105297527291	0.0787295821622217	0.148522131446501	0.144337567297406	0.180578779628654	0.109108945117996	0.0965114295602729	0.0691163516376137	0.180578779628654	0.0605227532668802	1	0.120385853085769	0.193649167310371	0.182574185835055	0.117851130197758	0.0936585811581694	0.074535599249993	0.176776695296637	0.0645497224367903	0.153093108923949	0.132453235706504	0.120385853085769	0.174077655955698	0.188982236504614	0.154303349962092	0.117851130197758	0.188982236504614	0.102062072615966	0.160816880225669	0.174077655955698	0.103695169473043	0.0936585811581694	0.180578779628654	0.136082763487954	0.149071198499986	0.111111111111111	0.105409255338946	0.173205080756888	0.0700140042014005	0.0764719112901873	0.106198848810718	0.117851130197758	0.180578779628654	0.123091490979333	0.180578779628654	0.166666666666667	0.0901669634667432	0.174077655955698	0.160816880225669	0.218217890235992	0.105409255338946	0.106600358177805	0.164957219768465	0.125	0.169127522872935	0.160128153805087	0.122474487139159	0.117851130197758	0.169841555121689	0.148087219439773	0.188982236504614	0.149071198499986	0.0912870929175277	0.133630620956212	0.174077655955698	0.142373699362875	0.132067635948844	0.145478593490662	0.166666666666667	0.153093108923949	0.163663417676994	0.158113883008419	0.142373699362875	0.077151674981046	0.130558241966773	0.150755672288882	0.109108945117996	0.268028133709449	0.240192230707631	0.132453235706504	0.155542754209564	0.147844254190915	0.114707866935281	0.102062072615966	0.231455024943138	0.0816496580927726	0.154303349962092	0.144337567297406	0.106600358177805	0.204124145231931	0.192450089729875	0.0721687836487032
BTG2	0.17025130615175	0.181818181818182	0.110581467116173	0.103452120022374	0.117953564923918	0.0761386987626881	0.103739798340817	0.0932504808240314	0.125738922692386	0.141876088459791	0.126430434356043	0.205986873205428	0.114208048144032	0.147441956154897	0.135302018298348	0.130434782608696	0.110473635333221	0.12119654139093	0.114208048144032	0.0944384329299771	0.120385853085769	0.0922313192852019	0.137118234038212	0.108893101296094	0.132614902110761	0.095672974646988	0.0798882346525412	0.127525922603776	0.0943041920192897	0.0980769303311342	0.0737209780774486	0.0715198539852152	0.187251471568285	0.157173653365483	0.160514470781026	0.075858260613626	0.099313261921854	0.136504726557987	0.0943041920192897	0.111455642515071	0.188608384038579	0.1191510937469	0.047836487323494	0.0769990503509018	0.0628694613461932	0.158990750187223	0.179877500165315	0.133366267342316	0.104257207028537	0.167183463772606	0.097619064912676	0.0802572353905128	0.115132824764626	0.0875935743710676	0.0601929265428846	0.0559016994374947	0.0758234232934817	0.107279780977823	0.104257207028537	0.130434782608696	0.131351734373183	0.108821437516502	0.0998475714488415	0.0869565217391304	0.0874329993975949	0.120385853085769	1	0.139875721236047	0.131876094679157	0.17025130615175	0.202953027447522	0.0538381902058166	0.127688479613812	0.0932504808240314	0.184302445193621	0.095672974646988	0.130434782608696	0.0628694613461932	0.091003151038658	0.111455642515071	0	0.045501575519329	0.147441956154897	0.154880618532473	0.188608384038579	0.187251471568285	0.169127522872935	0.260869565217391	0.147441956154897	0.107676380411633	0.120385853085769	0.152277397525376	0.0834057656228299	0.0505721737424174	0.110473635333221	0.136557748399784	0.0851256530758749	0.0869565217391304	0.0889108448948774	0.0869565217391304	0.120385853085769	0.0976934413538754	0.0628694613461932	0.0774403092662366	0.15762208124782	0.114208048144032	0.102665400467869	0.0893633203101749	0.120385853085769	0.110321753158974	0.231325972786496	0.117953564923918	0.113500870767833	0.0817860820109531	0.10696563746014	0.091003151038658	0.0538381902058166	0.0659380473395787	0.128697890417557	0.125738922692386	0.102838675528659	0.095394450112334	0.131351734373183	0.0601929265428846	0.147441956154897	0.0788110406239101	0.114208048144032	0.0685591170191061	0.0557278212575353	0.0943041920192897	0.108893101296094	0.0788110406239101	0.154880618532473	0.14457873299156	0.095672974646988	0.149801177254628	0.106790139987615	0.110473635333221	0.0737209780774486	0.0557278212575353	0.0589767824619589	0.111455642515071	0.104257207028537	0.128331750584836	0.147441956154897	0.139009609371383	0.0521286035142687
CBFB	0.152145154862546	0.106600358177805	0.237170824512628	0.19414506867883	0.221359436211787	0.0408248290463863	0.177997663795994	0.233333333333333	0.235969951862135	0.213003216807565	0.244046765045988	0.245440346836908	0.244948974278318	0.316227766016838	0.253916687538504	0.139875721236047	0.266556994991592	0.181956335718513	0.285773803324704	0.126592420885458	0.322748612183951	0.197814142018736	0.294085848837523	0.194624736040381	0.21332045841299	0.256494588021288	0.0856705873756239	0.175829549662027	0.235969951862135	0.189316422860252	0.237170824512628	0.230089496654211	0.281126765115875	0.269679944985297	0.215165741455968	0.189814150591324	0.106501608403782	0.29277002188456	0.235969951862135	0.358568582800318	0.168549965615811	0.191662969499982	0.205195670417031	0.192668658897113	0.0674199862463242	0.238698018814666	0.168784987759644	0.238365647311398	0.260874597374975	0.179284291400159	0.261711961295107	0.258198889747161	0.148159439497438	0.219178501879802	0.322748612183951	0.174077655955698	0.162623125636348	0.230089496654211	0.111803398874989	0.373001923296126	0.225374467927604	0.436564125065399	0.0892288262810312	0.139875721236047	0.187522892375398	0.193649167310371	0.139875721236047	1	0.212132034355964	0.182574185835055	0.108821437516502	0.23094010767585	0.228217732293819	0.05	0.197642353760524	0.307793505625546	0.186500961648063	0.134839972492648	0.29277002188456	0.119522860933439	0.0912870929175277	0.14638501094228	0.158113883008419	0.12456821978061	0.134839972492648	0.120482899335375	0.108821437516502	0.279751442472094	0.263523138347365	0.346410161513775	0.258198889747161	0.244948974278318	0.268328157299975	0	0.0592348877759092	0.124034734589208	0.136930639376292	0.186500961648063	0.143019388386839	0.186500961648063	0.172132593164774	0.174607573942395	0.202259958738973	0.33218191941496	0.253546276418555	0.204124145231931	0.220192753025272	0.127775312999988	0.225924028528766	0.0941371931419789	0.0620173672946042	0.221359436211787	0.0912870929175277	0.219264504826757	0.137649440322337	0.195180014589707	0.173205080756888	0.0707106781186547	0.276026223736942	0.134839972492648	0.183803655523452	0.238698018814666	0.140859042454753	0.193649167310371	0.118585412256314	0.169030850945703	0.122474487139159	0.147042924418762	0.239045721866879	0.235969951862135	0.194624736040381	0.253546276418555	0.16609095970748	0.124034734589208	0.102597835208515	0.200804832225625	0.143149583578467	0.177704663327728	0.237170824512628	0.0597614304667197	0.189736659610103	0.298807152333598	0.223606797749979	0.165144564768954	0.237170824512628	0.298142396999972	0.223606797749979
CENPK	0.129099444873581	0.462910049886276	0.167705098312484	0.0784464540552736	0.134164078649987	0.0577350269189626	0.0943975163291329	0.14142135623731	0.143019388386839	0.129099444873581	0.115044748327106	0.104131520175093	0.115470053837925	0.149071198499986	0.153896752812773	0.098907071009368	0.167541563316678	0.110282193314071	0.173205080756888	0.0716114874039433	0.136930639376292	0.139875721236047	0.155962573473011	0.110096376512636	0.100560228473099	0.145095250022002	0.0605782532815383	0.0828868445993306	0.143019388386839	0.0892446175963094	0.167705098312484	0.108465228909328	0.170388550274119	0.143019388386839	0.121716123890037	0.115044748327106	0.0645497224367903	0.138013111868471	0.143019388386839	0.253546276418555	0.0953462589245592	0.135526185435788	0.145095250022002	0.116774841624228	0.190692517849118	0.144672846651124	0.102299150920571	0.202259958738973	0.158113883008419	0.169030850945703	0.111034981529641	0.0608580619450184	0.104764544365437	0.132842232831014	0.0912870929175277	0.0605227532668802	0.0862439361864103	0.162697843363992	0.158113883008419	0.131876094679157	0.119522860933439	0.149071198499986	0.0504754465125069	0.263752189358315	0.0994490316197694	0.182574185835055	0.131876094679157	0.212132034355964	1	0.129099444873581	0.153896752812773	0.163299316185545	0.193649167310371	0.0707106781186547	0.111803398874989	0.0725476250110012	0.131876094679157	0.0953462589245592	0.207019667802706	0.0845154254728517	0	0.138013111868471	0.167705098312484	0.0587220219514703	0.190692517849118	0.113592366849413	0.102597835208515	0.197814142018736	0.223606797749979	0.163299316185545	0.182574185835055	0.173205080756888	0.189736659610103	0	0.0837707816583391	0.122572584461365	0.129099444873581	0.197814142018736	0.134839972492648	0.197814142018736	0.182574185835055	0.148159439497438	0.0953462589245592	0.176166065854411	0.478091443733757	0.173205080756888	0.116774841624228	0.135526185435788	0.136930639376292	0.354374653931171	0.0877058019307029	0.134164078649987	0.086066296582387	0.248069469178417	0.064888568452305	0.207019667802706	0.0816496580927726	0.1	0.0975900072948533	0.0953462589245592	0.155962573473011	0.0964485644340824	0.119522860933439	0.0912870929175277	0.111803398874989	0.179284291400159	0.115470053837925	0.103975048982007	0.169030850945703	0.143019388386839	0.110096376512636	0.119522860933439	0.117444043902941	0.0877058019307029	0.0725476250110012	0.170388550274119	0.121466449526837	0.167541563316678	0.111803398874989	0.0845154254728517	0.134164078649987	0.253546276418555	0.158113883008419	0.0778498944161523	0.223606797749979	0.210818510677892	0.158113883008419
CITED4	0.222222222222222	0.321428571428571	0.21650635094611	0.202547873416733	0.173205080756888	0	0.203111115925597	0.243432247780074	0.246182981958666	0.222222222222222	0.148522131446501	0.134433214484466	0.074535599249993	0.0962250448649376	0.331133089266261	0.127688479613812	0.21629522817435	0.1898315991505	0.149071198499986	0.138675049056307	0.235702260395516	0.240771706171538	0.26846242208561	0.0710669054518702	0.129822696722375	0.187317162316339	0.156412377401155	0.142675275001284	0.184637236468999	0.115214305896385	0.21650635094611	0.210042012604201	0.21997067253203	0.246182981958666	0.235702260395516	0.198029508595335	0.138888888888889	0.17817416127495	0.184637236468999	0.109108945117996	0.184637236468999	0.233284737407922	0.187317162316339	0.201007563051842	0.123091490979333	0.186771841909407	0.0440225453162812	0.348155311911396	0.204124145231932	0.218217890235992	0.191127393026999	0.157134840263677	0.180333926933486	0.228664780190012	0.117851130197758	0.0912870929175277	0.148453923805041	0.210042012604201	0.204124145231932	0.17025130615175	0.154303349962092	0.079757903402837	0.0651635212451075	0.17025130615175	0.171184197004365	0.117851130197758	0.17025130615175	0.182574185835055	0.129099444873581	1	0.132453235706504	0.316227766016838	0.166666666666667	0.273861278752583	0.144337567297406	0.187317162316339	0.0851256530758749	0.123091490979333	0.0890870806374748	0.218217890235992	0	0.0890870806374748	0.144337567297406	0.227429413073671	0.246182981958666	0.146647115021353	0.132453235706504	0.17025130615175	0.0962250448649376	0.210818510677892	0.235702260395516	0.298142396999972	0.244948974278318	0.0990147542976674	0.162221421130763	0.163118174348111	0.166666666666667	0.0851256530758749	0.174077655955698	0.0851256530758749	0.0785674201318386	0.191273013919002	0.369274472937998	0.151619608715781	0.154303349962092	0.223606797749979	0.201007563051842	0.174963553055941	0.235702260395516	0.0449693750413288	0.226455406828919	0.173205080756888	0.111111111111111	0.0800640769025436	0.167541563316678	0.0890870806374748	0.105409255338946	0.129099444873581	0.251976315339485	0.246182981958666	0.201346816564207	0.186771841909407	0.205737799949456	0.117851130197758	0.144337567297406	0.077151674981046	0.149071198499986	0.0671156055214024	0.218217890235992	0.123091490979333	0.14213381090374	0.154303349962092	0.0758098043578904	0.169841555121689	0.0936585811581694	0.293294230042707	0.104541674697863	0.162221421130763	0.144337567297406	0	0.0577350269189626	0.109108945117996	0.204124145231932	0.100503781525921	0.144337567297406	0.408248290463863	0.306186217847897
CNOT7	0.110377696422087	0.314970394174356	0.114707866935281	0.0804843636585534	0.114707866935281	0.0888523316638639	0.0968498082442952	0.169277791692336	0.0978231976089037	0.110377696422087	0.0983611844205792	0.106836685469364	0.148087219439773	0.114707866935281	0.131578947368421	0.135302018298348	0.150407264907739	0.132005000120825	0.0888523316638639	0.110207753755597	0.140487871737254	0.143509461970482	0.106676149412533	0.0847173742087358	0.103172617494136	0.148864585512957	0.0466139823554923	0.0992134596034861	0.0978231976089037	0.106823553309587	0.114707866935281	0.0556414884074657	0.116543309349613	0.0978231976089037	0.124878108210893	0.0786889475364634	0.110377696422087	0.141598465080958	0.12227899701113	0.130066495428618	0.0978231976089037	0.162221421130763	0.186080731891197	0.099840382978859	0.0489115988044519	0.123692673998823	0.122449499994731	0.172928615966519	0.135184517608969	0.260132990857236	0.132906068602517	0.0936585811581694	0.161229231877504	0.159008797648489	0.0936585811581694	0.12515654358044	0.117979215367827	0.166924465222397	0.0811107105653813	0.135302018298348	0.143065845879825	0.122627867896993	0.0647333942920802	0.101476513723761	0.0850271279814295	0.0936585811581694	0.202953027447522	0.108821437516502	0.153896752812773	0.132453235706504	1	0.0837707816583391	0.0993399267798783	0.181369062527503	0.286769667338202	0.0372161463782393	0.0676510091491739	0.0978231976089037	0.106198848810718	0.043355498476206	0	0.0707992325404789	0.143384833669101	0.150618808282194	0.244557994022259	0.233086618699226	0.18421052631579	0.169127522872935	0.0764719112901873	0.0837707816583391	0.156097635263616	0.148087219439773	0.162221421130763	0.0393444737682317	0.085947008518708	0.294484069532924	0.0993399267798783	0.101476513723761	0.103757169579911	0.101476513723761	0.0936585811581694	0.177343107178349	0.0489115988044519	0.120495046625756	0.122627867896993	0.0888523316638639	0.139776536170403	0.0926979549318643	0.117073226447712	0.534522483824849	0.314944889466093	0.114707866935281	0.0883021571376696	0.159071190743944	0.116504966427256	0.106198848810718	0.0837707816583391	0.102597835208515	0.150187852296528	0.0978231976089037	0.1600142241188	0.0989541391990587	0.122627867896993	0.0936585811581694	0.114707866935281	0.122627867896993	0.177704663327728	0.0533380747062665	0.086710996952412	0.171190595815581	0.112956498944981	0.0613139339484966	0.120495046625756	0.134976381199754	0.0372161463782393	0.0874074820122098	0.124621947719179	0.128920512778062	0.114707866935281	0.043355498476206	0.0688247201611685	0.173421993904824	0.0811107105653813	0.199680765957718	0.172061800402921	0.162221421130763	0.121666065848072
CREB5	0.140545673785261	0.130066495428618	0.410791918128875	0.320256307610174	0.292118697336089	0.0471404520791032	0.256917497769354	0.423390197405726	0.428174419288838	0.316227766016838	0.313112145542575	0.283410100632568	0.235702260395516	0.304290309725092	0.209426954145848	0.0807572853087248	0.170996392014192	0.300150112593832	0.424264068711929	0.116941069240937	0.298142396999972	0.342624144432096	0.382028723980208	0.0898933149950989	0.328428330902384	0.473879102207274	0.0741929050244247	0.203030475657724	0.311399577664609	0.218603775400767	0.456435464587638	0.177122977108019	0.185495558304067	0.389249472080761	0.397523195999963	0.281800930988317	0.105409255338946	0.281718084909506	0.311399577664609	0.483045891539648	0.0778498944161523	0.331970001103493	0.355409326655455	0.190692517849118	0.0778498944161523	0.236249769287447	0.139211511597426	0.440385506050544	0.344265186329548	0.276026223736942	0.30219894260775	0.298142396999972	0.25661967683049	0.216930457818656	0.447213595499958	0.154303349962092	0.23472626340651	0.442807442770048	0.129099444873581	0.269190951029083	0.195180014589707	0.114332390095006	0.0618195442473933	0.107676380411633	0.270665980980383	0.074535599249993	0.0538381902058166	0.23094010767585	0.163299316185545	0.316227766016838	0.0837707816583391	1	0.158113883008419	0.173205080756888	0.0912870929175277	0.355409326655455	0.0538381902058166	0.0778498944161523	0.169030850945703	0.138013111868471	0	0.112687233963802	0.0912870929175277	0.0958926602970768	0.0778498944161523	0.0463738895760168	0.0418853908291696	0.16151457061745	0.182574185835055	0.6	0.496903994999953	0.471404520791032	0.46475800154489	0	0.0683985568056769	0.0489115988044519	0.105409255338946	0.107676380411633	0.110096376512636	0.16151457061745	0.0993807989999907	0.282267243490929	0.155699788832305	0.335624311039769	0.195180014589707	0.424264068711929	0.317820863081864	0.147542222712663	0.447213595499958	0.0935219529582825	0.0716114874039433	0.3286335345031	0.0702728368926307	0.15191090506255	0.105962588565204	0.112687233963802	0.133333333333333	0.0816496580927726	0.239045721866879	0.0778498944161523	0.212238179989004	0.354374653931171	0.195180014589707	0.149071198499986	0.0456435464587638	0.0975900072948533	0.0471404520791032	0.0848952719956018	0.483045891539648	0.311399577664609	0.134839972492648	0.29277002188456	0.0479463301485384	0.0716114874039433	0.0592348877759092	0.13912166872805	0.0661179604907286	0.136797113611354	0.456435464587638	0	0.219089023002066	0.414039335605413	0.387298334620742	0.0953462589245592	0.182574185835055	0.516397779494322	0.516397779494322
CTR9	0.138888888888889	0.286445949615773	0.180421959121758	0.126592420885458	0.144337567297406	0.0372677996249965	0.121866669555358	0.152145154862546	0.153864363724166	0.138888888888889	0.173275820020918	0.156838750231877	0.186338998124983	0.192450089729875	0.231793162486383	0.106407066344844	0.135184517608969	0.118644749469062	0.223606797749979	0.0924500327042048	0.176776695296637	0.120385853085769	0.234904619324909	0.14213381090374	0.15145981284277	0.140487871737254	0.0586546415254331	0.124840865626124	0.184637236468999	0.153619074528514	0.180421959121758	0.105021006302101	0.21997067253203	0.184637236468999	0.157134840263677	0.123768442872084	0.0833333333333333	0.222717701593687	0.153864363724166	0.218217890235992	0.0923186182344996	0.116642368703961	0.187317162316339	0.150755672288882	0.0615457454896664	0.186771841909407	0.110056363290703	0.174077655955698	0.170103454359943	0.218217890235992	0.119454620641874	0.157134840263677	0.112708704333429	0.142915487618757	0.117851130197758	0.0358057437019716	0.129897183329411	0.140028008402801	0.102062072615966	0.212814132689687	0.180020574955774	0.0807957163246777	0.0814544015563843	0.0851256530758749	0.106990123127728	0.176776695296637	0.127688479613812	0.228217732293819	0.193649167310371	0.166666666666667	0.0993399267798783	0.158113883008419	1	0.0456435464587638	0.144337567297406	0.187317162316339	0.0851256530758749	0.123091490979333	0.222717701593687	0.109108945117996	0.0833333333333333	0.133630620956212	0.144337567297406	0.151619608715781	0.123091490979333	0.109985336266015	0.132453235706504	0.212814132689687	0.192450089729875	0.210818510677892	0.157134840263677	0.149071198499986	0.204124145231932	0	0.0540738070435875	0.170103454359943	0.0833333333333333	0.127688479613812	0.0870388279778489	0.127688479613812	0.117851130197758	0.0956365069595008	0.123091490979333	0.227429413073671	0.154303349962092	0.149071198499986	0.150755672288882	0.116642368703961	0.147313912747197	0.273998312175596	0.0566138517072298	0.144337567297406	0.0555555555555556	0.160128153805087	0.0837707816583391	0.133630620956212	0.105409255338946	0.0645497224367903	0.157485197087178	0.123091490979333	0.134231211042805	0.155643201591173	0.154303349962092	0.117851130197758	0.108253175473055	0.115727512471569	0.111803398874989	0.100673408282104	0.163663417676994	0.153864363724166	0.106600358177805	0.077151674981046	0.151619608715781	0.141534629268074	0.0936585811581694	0.109985336266015	0.0784062560233975	0.108147614087175	0.0721687836487032	0.0545544725589981	0.115470053837925	0.163663417676994	0.102062072615966	0.125629726907402	0.144337567297406	0.204124145231932	0.153093108923949
DCP1A	0.121716123890037	0.260874597374975	0.118585412256314	0.0832050294337844	0.126491106406735	0.0408248290463863	0.133498247846995	0.166666666666667	0.202259958738973	0.121716123890037	0.0813489216819961	0.0736321040510724	0.0408248290463863	0.105409255338946	0.145095250022002	0.116563101030039	0.118469775551818	0.0779812867365054	0.0816496580927726	0.075955452531275	0.161374306091976	0.098907071009368	0.110282193314071	0.0778498944161523	0.142213638941993	0.102597835208515	0.0856705873756239	0.0586098498873423	0.0674199862463242	0.0631054742867507	0.0790569415042095	0.153392997769474	0.0803219328902499	0.168549965615811	0.129099444873581	0.13558153613666	0.0608580619450184	0.0487950036474267	0.101129979369486	0.119522860933439	0.0674199862463242	0.127775312999988	0.0512989176042577	0.082572282384477	0.0674199862463242	0.0681994339470473	0.0723364233255618	0.143019388386839	0.111803398874989	0.119522860933439	0.104684784518043	0.0430331482911935	0.148159439497438	0.0939336436627724	0.129099444873581	0.184102734977912	0.121967344227261	0.153392997769474	0.111803398874989	0.0466252404120157	0.0563436169819011	0.186096842079694	0.0356915305124125	0.0932504808240314	0.117201807734624	0.0645497224367903	0.0932504808240314	0.05	0.0707106781186547	0.273861278752583	0.181369062527503	0.173205080756888	0.0456435464587638	1	0.118585412256314	0.102597835208515	0.0466252404120157	0.0674199862463242	0.0487950036474267	0.119522860933439	0	0.0487950036474267	0.118585412256314	0.12456821978061	0.202259958738973	0.120482899335375	0.145095250022002	0.0932504808240314	0.052704627669473	0.0577350269189626	0.129099444873581	0.122474487139159	0.0894427190999916	0.054232614454664	0.0888523316638638	0.183339699405642	0.136930639376292	0.0932504808240314	0.143019388386839	0.139875721236047	0.086066296582387	0.104764544365437	0.134839972492648	0.08304547985374	0.0845154254728516	0.163299316185545	0.137620470640795	0.127775312999988	0.161374306091976	0.12875714359308	0.124034734589208	0.0948683298050514	0.0912870929175277	0.0438529009653515	0.0917662935482247	0.0487950036474267	0.0577350269189626	0.0707106781186547	0.138013111868471	0.134839972492648	0.183803655523452	0.0681994339470473	0.140859042454753	0.0645497224367903	0.0790569415042095	0.0845154254728516	0.122474487139159	0.0735214622093808	0.119522860933439	0.0674199862463242	0.0778498944161523	0.0845154254728516	0.04152273992687	0.0620173672946042	0.0512989176042577	0.120482899335375	0.0858897501470802	0.148087219439773	0.0790569415042095	0	0.0316227766016838	0.119522860933439	0.111803398874989	0.110096376512636	0.0790569415042095	0.149071198499986	0.111803398874989
DDX20	0.144337567297406	0.106411584595683	0.1875	0.109632252413379	0.125	0.0322748612183951	0.0879496930912865	0.184466196843155	0.133250447722257	0.168393828513641	0.150061261999695	0.11642257885595	0.258198889747161	0.208333333333333	0.200738767136742	0.202732689712984	0.210731807605881	0.184948860718527	0.129099444873581	0.120096115353815	0.229639663385923	0.156385810542806	0.203433367801684	0.184637236468999	0.187382922248965	0.202776776413453	0.118524955758754	0.139005464223423	0.186550626811159	0.133038021047548	0.125	0.121267812518166	0.222250222250333	0.186550626811159	0.204124145231931	0.150061261999695	0.108253175473055	0.270030862433661	0.133250447722257	0.236227795630767	0.159900537266708	0.126269068069026	0.162221421130763	0.152317948961236	0.0533001790889026	0.188707353106017	0.152498570332605	0.150755672288882	0.235702260395516	0.236227795630767	0.227591619365651	0.204124145231931	0.156173761888606	0.247536885744169	0.204124145231931	0	0.128564869306645	0.18190171877725	0.0883883476483184	0.25802342327107	0.200445931434318	0.0942111439531992	0.155191478195353	0.184302445193621	0.129718630415693	0.153093108923949	0.184302445193621	0.197642353760524	0.111803398874989	0.144337567297406	0.286769667338202	0.0912870929175277	0.144337567297406	0.118585412256314	1	0.162221421130763	0.0737209780774486	0.159900537266708	0.192879187452615	0.0944911182523068	0.0721687836487032	0.192879187452615	0.15625	0.262612865719445	0.266500895444513	0.254000254000381	0.229415733870562	0.294883912309794	0.166666666666667	0.136930639376292	0.170103454359943	0.161374306091976	0.212132034355964	0.0428746462856272	0.163902517026796	0.327218646015269	0.288675134594813	0.294883912309794	0.301511344577764	0.294883912309794	0.306186217847897	0.138039407593558	0.106600358177805	0.131306432859723	0.200445931434318	0.161374306091976	0.19583736295016	0.101015254455221	0.17860862707794	0.0577350269189626	0.24514516892273	0.15	0.0962250448649376	0.138675049056307	0.145095250022002	0.192879187452615	0.136930639376292	0.0559016994374947	0.27277236279499	0.21320071635561	0.174371458115729	0.161749159805158	0.200445931434318	0.204124145231931	0.3125	0.233853586673371	0.258198889747161	0.174371458115729	0.0944911182523068	0.159900537266708	0.123091490979333	0.133630620956212	0.196959649289584	0.147087101353638	0.162221421130763	0.190500190500286	0.248973301616926	0.234146452895423	0.125	0.0472455591261534	0.125	0.14173667737846	0.0883883476483184	0.130558241966773	0.1875	0.176776695296637	0.132582521472478
E2F6	0.0936585811581694	0	0.527219618674978	0.31301071627346	0.38933141071383	0	0.205449468498474	0.341992784028385	0.380442955126341	0.312195270527231	0.333848930444794	0.276998130841233	0.335083126633356	0.378516649305113	0.260513024647675	0.119591218308735	0.151934281365691	0.240021336178199	0.376968517462526	0.0779286500199197	0.430473016046139	0.304429541171282	0.414872857522593	0.159744612766174	0.316134249005768	0.368421052631579	0.0659221260433573	0.220485603079037	0.311271508739734	0.25897940206509	0.364998197544216	0.118033421304695	0.206021410857582	0.415028678319645	0.397359707119513	0.306028186241061	0.0780488176318078	0.450563556889583	0.242100062353126	0.490511471587973	0.103757169579911	0.229415733870562	0.31578947368421	0.141195623681226	0.0691714463866075	0.279884571416528	0.197908278398117	0.342381191631163	0.267651689515655	0.18394180184549	0.241659726093475	0.529812942826017	0.202677836775256	0.160623141550809	0.529812942826018	0.180090067556299	0.250271709676976	0.393444737682317	0.114707866935281	0.47836487323494	0.28903665650804	0.304290309725092	0.0549281064877829	0.191345949293976	0.264542338634135	0.132453235706504	0.095672974646988	0.307793505625546	0.0725476250110012	0.187317162316339	0.0372161463782393	0.355409326655455	0.187317162316339	0.102597835208515	0.162221421130763	1	0.047836487323494	0.138342892773215	0.150187852296528	0.122627867896993	0.0936585811581694	0.150187852296528	0.121666065848072	0.170405729136922	0.0691714463866075	0.0824085643430329	0.111648439134718	0.287018923940964	0.21629522817435	0.592348877759092	0.353208628550678	0.335083126633356	0.367065174192899	0.0556414884074657	0.0303868562731382	0	0.187317162316339	0.191345949293976	0.195646395217807	0.191345949293976	0.176604314275339	0.214972309170006	0.138342892773215	0.383412890558074	0.260132990857236	0.376968517462526	0.367108621571188	0.0327736762672231	0.331133089266261	0.164646389984536	0.0636284762975778	0.38933141071383	0.0312195270527231	0.134976381199754	0.0941502306315701	0.150187852296528	0.177704663327728	0.0725476250110012	0.318596546432155	0.138342892773215	0.113147142960707	0.384841285697726	0.173421993904824	0.264906471413009	0.0811107105653813	0.130066495428618	0.0837707816583391	0.226294285921414	0.490511471587973	0.311271508739734	0.119808459574631	0.260132990857236	0.127804296852691	0.127256952595156	0.105263157894737	0.123612846514549	0.088121024316907	0.121547425092553	0.405553552826906	0	0.25955427380922	0.367883603690979	0.458831467741123	0.112956498944981	0.162221421130763	0.458831467741123	0.344123600805843
