	DNTT	CASP12	MYC	PTGS1	CCNG2	CCR7	IKZF1	IL7R	RUNX2	SELL	TRIB3	SPI1	MEIS1	RAG2	FLT3	NOTCH1	IL12A	SOCS2	PF4	BCL2	NFIA	PDGFRB	GATA2	MLLT3	TSC22D3	ESR1	ELF1	IGHM	IRF8	MEF2C	NCF1	PIRB	SLC2A3	TIE1	APOE	GGTA1	ICA1	KCTD12	MOGS	NDRG2	NEAT1	NUDT19	PGR	PRR5	VEGFC	ANKRD44	CCDC112	CD44	CTSL	DACH1	EFNA1	GFI1B	H2-DMA	HNF4A	IPCEF1	ITGB7	RUNX1T1	VAMP5	CDK6	CRIP1	DUSP1	HDAC7	HLF	OSGIN1	RARB	TEK	TMEM14C	MAML3	CDT1	MCM4	MCM7	MKI67	PRIM1	TIPIN	TOP2A	UHRF1	FOXO1	VDR	ANGPT1	ARPP21	FCHO2	IL1R1	PBX1	SATB1	SYK	DENND2D	MPZL1	NCAPD2	PTP4A3	SLC43A2	TUBB4B	FDFT1	IRF6	CKS1B	HMGB2	POLA2	SLBP	2810468N07RIK	ARHGAP27	CAV2	ERP29	FHL1	FUT8	GNG11	GP9	KCNK5	KLF6	MGAT1	MYCT1	PYGL	ST8SIA4	TMEM123	WLS	ARRDC4	HOXA9	NDN	RNF38	AMPD2	AP1S2	CCT2	CD63	EMP1	HNRNPAB	CADPS2	CBX7	CHRNB1	CPXM1	CTSF	DTL	ELL2	ENPP5	ITSN1	ME2	MYO5A	N4BP3	NT5C3	NUPR1	PKN3	RANBP1	RGS19	RHOF	SGMS1	SLC29A1	TAPT1	YBX1	ZFP62	ZNRF2	OBSCN	PRDM16	RASAL3	SPNS2	TMEM246	TRIM16	UNC93B1	ITGB5	MAGED1	NUCB2	H1F0	NPDC1	TGM2	CD74	FKBP9	HSD3B7	CBFB
PRIM1	0.179284291400159	0.056980288229819	0.0251418227577135	0.0472455591261534	0	0.0336717514850737	0.077151674981046	0	0.0312805623544927	0.111455642515071	0.0496291666985465	0.0260289603147677	0.0496291666985465	0.144004608221196	0.0701862406343596	0.0363696483726654	0.038575837490523	0.0629940788348712	0.0430331482911935	0.0191389750587738	0.0472455591261534	0.0548408497107082	0.0880071973273286	0.056980288229819	0.119522860933439	0.0797804625613713	0	0.0407569572969611	0.0439374775163747	0.0233507231247152	0.0445435403187374	0.022628141110071	0.0505076272276105	0.0487950036474267	0.0209335160604666	0.161164592805076	0.0597614304667197	0.080582296402538	0	0	0.109108945117996	0.161164592805076	0.114540532248182	0	0.0427960492510913	0	0	0.0347944500319611	0.0377964473009227	0.0487950036474267	0.0458349248514106	0.125988157669742	0	0.09320546490018	0	0	0.142857142857143	0	0.0727392967453308	0.17817416127495	0	0.0960030721474639	0	0	0.122270871890883	0.0617213399848368	0	0	0.10690449676497	0.167183463772606	0.154303349962092	0	1	0.0648203723552164	0.115727512471569	0.183339699405642	0.0363696483726654	0.101015254455221	0.0347944500319611	0	0.0648203723552164	0.0487950036474267	0.0377964473009227	0	0.0489995957550025	0	0	0	0	0	0.0629940788348712	0.116642368703961	0.0487950036474267	0	0.0353996162702394	0.40291148201269	0	0.111111111111111	0	0.0342192955414577	0	0.133630620956212	0.056980288229819	0	0	0	0.0613139339484966	0.138013111868471	0	0.102868899974728	0.0845154254728517	0	0.0472455591261534	0	0.0487950036474267	0.0480015360737319	0.202030508910442	0.0629940788348712	0.0534522483824849	0	0.0445435403187374	0	0.0534522483824849	0.116642368703961	0.0648203723552164	0.0472455591261534	0.169030850945703	0	0.051434449987364	0	0.169030850945703	0.077968117558545	0.0690065559342354	0.027277236279499	0.101015254455221	0.174963553055941	0.040291148201269	0.0648203723552164	0	0.109108945117996	0	0.0597614304667197	0	0	0	0.119522860933439	0.129640744710433	0.125217580669452	0.123717914826348	0	0	0.109108945117996	0.253546276418555	0.0557278212575353	0.0597614304667197	0.0557278212575353	0.0524142418360959	0	0	0.0727392967453308	0.0295140668050478	0.109108945117996	0	0.0597614304667197
TIPIN	0.216930457818656	0.103417537999004	0.136894994278883	0.0428746462856272	0.306785995538948	0.030556616567607	0.175035010503501	0.0466760028009337	0.170319886741098	0.0505721737424174	0.090075469822209	0	0.180150939644418	0.13068205256071	0.0318464877649241	0.0660098361984449	0.0700140042014005	0.0571661950475029	0.0852802865422442	0.0868416842864844	0.0857492925712544	0.0995345203586879	0.106486973613	0.155126306998506	0.216930457818656	0.120665983430988	0.12524485821703	0.0739726721455309	0.15949044456578	0.0847617437916258	0.0808452083454443	0.182574185835055	0.0916698497028211	0	0.0189968562804069	0	0.108465228909328	0.0731272424127131	0	0.12524485821703	0.0990147542976674	0	0.173239732168809	0.0648203723552164	0.0776735637380617	0	0.0990147542976674	0.0315754488975336	0.0685994340570035	0.177122977108019	0.0415945165403851	0.171498585142509	0.0838198134340669	0.14097096860865	0.121267812518166	0	0.129640744710433	0	0.198029508595335	0.0808452083454443	0.126660099276225	0.13068205256071	0.12524485821703	0	0.147945344291062	0.0560112033611204	0	0.0916698497028211	0.242535625036333	0.202288694969669	0.233380014004668	0.211702449609985	0.0648203723552164	1	0.175035010503501	0.249567099242311	0.165024590496112	0.122226466270428	0.0315754488975336	0.108465228909328	0.117647058823529	0.0442807442770048	0.137198868114007	0.140028008402801	0.0666996128839813	0.121267812518166	0	0.211702449609985	0.108465228909328	0	0.0571661950475029	0	0.177122977108019	0.129640744710433	0.160623141550809	0.219381727238139	0.121267812518166	0.0304184708365075	0.076696498884737	0.0931605141066805	0	0.18190171877725	0	0	0	0	0.166924465222397	0.0626224291085149	0.0916698497028211	0.0933520056018673	0	0	0.0428746462856272	0.0672672793996313	0.132842232831014	0.174242736747613	0.0916698497028211	0	0.0485071250072666	0.0485071250072666	0.0404226041727222	0	0.194028500029066	0.0529256124024963	0.176470588235294	0.0428746462856272	0	0	0.186704011203735	0.0916698497028211	0	0.106132370651584	0	0.0495073771488337	0.0916698497028211	0.0529256124024963	0.146254484825426	0.117647058823529	0.0648203723552164	0.0990147542976674	0.0672672793996313	0.054232614454664	0	0.0571661950475029	0.1606438657805	0.108465228909328	0.0588235294117647	0.113633102861786	0.149696237713024	0.0916698497028211	0	0	0.153392997769474	0.0505721737424174	0.054232614454664	0.202288694969669	0.142695448246348	0.158776837207489	0	0.0990147542976674	0.080350737600837	0	0	0.162697843363992
TOP2A	0.193649167310371	0.0923186182344995	0.122203225483553	0.0510310363079829	0.0912870929175277	0.0181848241863327	0.1875	0.0277777777777778	0.152040910139884	0.0601929265428846	0.107211253483779	0.0296044623208669	0.187619693596614	0.181466546577824	0.0758098043578903	0.0785674201318386	0.0625	0.0340206908719886	0	0.0723535951770383	0.127577590769957	0.0888523316638639	0.158431062631119	0.153864363724166	0.129099444873581	0.129259122664821	0.149071198499986	0.0440225453162812	0.166102649256687	0.12610831807633	0.0481125224324688	0.15	0.0545544725589981	0.052704627669473	0.0226107815823067	0.0435194139889245	0.0645497224367903	0.0435194139889245	0	0.074535599249993	0.058925565098879	0.0870388279778489	0.144337567297406	0	0.0231125081760512	0	0.058925565098879	0.0375823014001414	0.0612372435695795	0.131761569173682	0.0247536885744169	0.170103454359943	0.0457921883154498	0.201346816564207	0.0721687836487032	0	0.154303349962092	0	0.157134840263677	0.0962250448649376	0.0753778361444409	0.155542754209564	0.223606797749979	0	0.198101453923265	0.0666666666666667	0	0.163663417676994	0.173205080756888	0.180578779628654	0.194444444444444	0.28347335475692	0.115727512471569	0.175035010503501	1	0.148522131446501	0.176776695296637	0.145478593490662	0.0187911507000707	0.0645497224367903	0.0700140042014005	0.052704627669473	0.142886901662352	0.138888888888889	0.0793884186037445	0.144337567297406	0	0.188982236504614	0.0645497224367903	0	0.102062072615966	0.0314970394174356	0.158113883008419	0.038575837490523	0.191179778225468	0.174077655955698	0.180421959121758	0	0.0456435464587638	0.110883190643186	0.038575837490523	0.144337567297406	0	0	0	0	0.231793162486383	0.074535599249993	0.109108945117996	0.111111111111111	0	0	0.0255155181539914	0.0400320384512718	0.131761569173682	0.181466546577824	0.163663417676994	0.0340206908719886	0.0288675134594813	0.0866025403784439	0.0721687836487032	0	0.173205080756888	0.0944911182523068	0.140028008402801	0.0255155181539914	0.0456435464587638	0	0.166666666666667	0.109108945117996	0.0456435464587638	0.0842151921066519	0.0372677996249965	0.0736569563735987	0.0545544725589981	0.157485197087178	0.130558241966773	0.140028008402801	0.038575837490523	0.058925565098879	0.0800640769025436	0.0322748612183951	0	0.0680413817439772	0.0637576713063338	0.129099444873581	0.140028008402801	0.135250445200115	0.155902391115581	0.0545544725589981	0	0	0.136930639376292	0.0300964632714423	0.0322748612183951	0.180578779628654	0.11322770341446	0.125988157669742	0	0.0982092751647983	0.0637576713063338	0.117851130197758	0	0.225924028528766
UHRF1	0.345134244981317	0.0365636212063565	0.145199068147637	0.0303169531295416	0.108465228909328	0.0216067907850721	0.222783197169752	0.0330049180992225	0.120434346885555	0.0715198539852152	0.127385951059696	0.0363696483726654	0.127385951059696	0.246416441453479	0.0450377349111045	0.0816830049016339	0.0247536885744169	0.0404226041727222	0	0.0491250750789075	0.0909508593886249	0.052786150730834	0.131770907012125	0.182818106031783	0.153392997769474	0.153582723256672	0.0885614885540095	0.0523065780965941	0.14097096860865	0.089903405730383	0.0285830975237515	0	0.0324101861776082	0.0313112145542575	0.0268656117942039	0.103417537999004	0.0383482494423685	0.103417537999004	0	0.0442807442770048	0.0700140042014005	0.0517087689995019	0.19599838302001	0.0458349248514106	0.0274617518190545	0	0	0.0223272140344553	0.0727606875108999	0.156556072771287	0.0588235294117647	0.282958229209055	0.111111111111111	0.15949044456578	0	0	0.275009549108463	0	0.163366009803268	0.114332390095006	0.0597081434026532	0.154010275908424	0.132842232831014	0	0.18307302333808	0.0594088525786005	0.0517087689995019	0.129640744710433	0.171498585142509	0.178799634963038	0.198029508595335	0.149696237713024	0.183339699405642	0.249567099242311	0.148522131446501	1	0.140028008402801	0.216067907850721	0.0446544280689107	0.076696498884737	0.0831890330807703	0.0313112145542575	0.0970142500145332	0.26403934479378	0.0471637485727808	0.0857492925712544	0	0.149696237713024	0.0383482494423685	0	0.0404226041727222	0.074848118856512	0.0939336436627724	0.0916698497028211	0.159008797648489	0.206835075998008	0.128623938856882	0.0391630224993979	0	0.0439162875091059	0	0.128623938856882	0.0365636212063565	0	0	0	0.157377895072927	0.0885614885540095	0.129640744710433	0.0990147542976674	0.054232614454664	0	0.0606339062590832	0	0.12524485821703	0.154010275908424	0.324101861776082	0.0808452083454443	0.0342997170285018	0	0.0571661950475029	0	0.205798302171011	0.112272178284768	0.332756132323081	0.0303169531295416	0.108465228909328	0	0.165024590496112	0.194461117065649	0.108465228909328	0.075046918991139	0.0442807442770048	0.0350070021007002	0.0648203723552164	0.112272178284768	0.103417537999004	0.0831890330807703	0	0.0700140042014005	0	0.076696498884737	0	0.0404226041727222	0.0674199862463242	0.153392997769474	0.166378066161541	0.107134316801116	0.185239643408737	0.0648203723552164	0	0.0700140042014005	0.216930457818656	0.0357599269926076	0.0383482494423685	0.178799634963038	0.100900919099447	0.224544356569536	0	0.116690007002334	0.0378777009539285	0.0700140042014005	0	0.191741247211843
FOXO1	0.121716123890037	0.0870388279778489	0.204825432704685	0.0481125224324688	0.086066296582387	0.0171448166624547	0.255344115428476	0.0523782800878924	0.254836524035998	0.0283752176919583	0.202159478287708	0.211702449609985	0.277969282645598	0.122205929184461	0.0357370844945932	0.138888888888889	0.0392837100659193	0.0320750149549792	0.201346816564207	0.0877058019307029	0.288675134594813	0.0837707816583391	0.209118333642503	0.232103541274264	0.182574185835055	0.216651856987303	0.421637021355784	0.041504853757646	0.335578027607012	0.202123306251819	0.0453609211626514	0.184302445193621	0.077151674981046	0.0248451997499977	0.042635298626072	0	0.0608580619450184	0.0410304969931109	0	0.105409255338946	0.0555555555555556	0	0.291605921759902	0.0363696483726654	0.0435813633640409	0	0.0555555555555556	0.0354329335635156	0.038490017945975	0.273297197249974	0.0233380014004668	0.224525104684854	0.112272178284768	0.268928098796541	0.0680413817439772	0	0.181848241863327	0.0340206908719886	0.12962962962963	0.0453609211626514	0.0947558739358269	0.0733235575106767	0.386500602909469	0.102868899974728	0.269781549424699	0.0471404520791032	0	0.154303349962092	0.108866210790363	0.113500870767833	0.130945700219731	0.1187827741833	0.0363696483726654	0.165024590496112	0.176776695296637	0.140028008402801	1	0.205737799949456	0.0531494003452734	0.121716123890037	0.0660098361984449	0.0248451997499977	0.288675134594813	0.261891400439462	0.0623734323804266	0.136082763487954	0	0.0890870806374748	0.0912870929175277	0	0.0320750149549792	0	0.347832796499967	0.0363696483726654	0.162221421130763	0.164121987972444	0.102062072615966	0.0612372435695795	0.0430331482911935	0.0871180622482195	0	0.136082763487954	0	0	0	0	0.312195270527231	0.0351364184463153	0.102868899974728	0.0785674201318386	0	0	0.0240562612162344	0.0377425678048199	0.273297197249974	0.195529486695138	0.102868899974728	0	0.0272165526975909	0.0544331053951817	0.0453609211626514	0.0680413817439772	0.190515868883136	0.0890870806374748	0.0990147542976674	0.0240562612162344	0	0	0.130945700219731	0.102868899974728	0	0.0595491334175414	0	0.0416666666666667	0.051434449987364	0.0593913870916499	0.123091490979333	0.0660098361984449	0.0363696483726654	0.0555555555555556	0.0377425678048199	0.0608580619450184	0	0.0962250448649376	0	0.243432247780074	0.0660098361984449	0.0850102284084451	0.251976315339485	0.051434449987364	0	0	0.086066296582387	0.0283752176919583	0.0304290309725092	0.141876088459791	0.106752102536725	0.1187827741833	0	0.0740740740740741	0.075139136222286	0	0	0.213003216807565
VDR	0.225374467927604	0.0537215309350254	0.165927564724782	0.0445435403187374	0.119522860933439	0.0158730158730159	0.309142011167656	0.0969857289937744	0.221186977601904	0.0525406937492734	0.116977067723933	0.257985766401107	0.257349548992652	0.158396987770497	0.0661722222647287	0.154303349962092	0.0363696483726654	0.0593913870916499	0	0.0992441930261406	0.200445931434318	0.0646305611941235	0.207434953411256	0.161164592805076	0.169030850945703	0.22565322433338	0.29277002188456	0.0576390417704235	0.227835580867107	0.187129819560417	0.0629940788348712	0	0.0714285714285714	0.0460043706228236	0.0296044623208668	0.0379868588198793	0.112687233963802	0.0759737176397586	0	0.130120009726471	0.051434449987364	0.0379868588198793	0.23397800710095	0	0.0806970043558403	0	0.051434449987364	0.0492067831305123	0.0534522483824849	0.299028409048353	0.0432135815701443	0.296956935458249	0	0.27827069093704	0.0629940788348712	0.0281718084909506	0.235702260395516	0.0944911182523068	0.137158533299637	0.125988157669742	0.0657951694959769	0.158396987770497	0.325300024316178	0.0476190476190476	0.307408222775592	0.0727392967453308	0	0.142857142857143	0.100790526135794	0.105081387498547	0.121232161242218	0.109971479845643	0.101015254455221	0.122226466270428	0.145478593490662	0.216067907850721	0.205737799949456	1	0.0656090441740164	0.0563436169819011	0.0611132331352141	0.0230021853114118	0.267261241912424	0.26671075473288	0.0577465773896031	0.188982236504614	0	0.109971479845643	0.0845154254728517	0	0.0593913870916499	0.0274928699614107	0.299028409048353	0.0336717514850737	0.183562930584645	0.189934294099397	0.125988157669742	0	0.0398409536444798	0.0967867836991655	0.0336717514850737	0.220479275922049	0	0	0	0	0.28903665650804	0.0650600048632355	0.0952380952380952	0.0484928644968872	0	0	0.0668153104781061	0.0349428278907306	0.230021853114118	0.203653269990639	0.142857142857143	0.0593913870916499	0.0251976315339485	0.050395263067897	0.0419960525565808	0	0.176383420737639	0.0824786098842323	0.183339699405642	0.0222717701593687	0.0796819072889596	0	0.0969857289937744	0.0952380952380952	0.0796819072889596	0.0918863077366619	0.0325300024316178	0.038575837490523	0.0952380952380952	0.109971479845643	0.132954005869578	0.0611132331352141	0.0673435029701474	0.051434449987364	0.0698856557814612	0.0563436169819011	0	0.148478467729125	0	0.225374467927604	0.0916698497028211	0.13773231175689	0.252725132191915	0.0476190476190476	0	0	0.199204768222399	0.0525406937492734	0.0563436169819011	0.183892428122457	0.12354155277685	0.109971479845643	0	0.0857240833122733	0.0556522580753121	0.051434449987364	0	0.225374467927604
ANGPT1	0	0.0277563690826684	0.0244942850783591	0	0	0.0328045220870082	0.0939557535003536	0.0751646028002829	0.0609498379736422	0.0814387934696855	0.0241754738514862	0.0766214166358196	0.0967018954059448	0.0233826186772478	0.102567848992704	0.132873500863183	0.0751646028002829	0.0306858205966108	0.104764544365437	0.0745841724706909	0	0.133571004347867	0.071450447363369	0.0277563690826684	0.0582222509739582	0.0647714040894287	0.0336146322726407	0.119121736786406	0.0214029251236348	0.0568732898281143	0.0433963036602746	0.0466760028009337	0.0738101746957684	0.142614806562459	0.0713802774987976	0	0.0291111254869791	0.117760300796829	0	0.0672292645452814	0.0531494003452734	0	0.0929920792720171	0.104383350095883	0.187622189651287	0	0	0.169491525423729	0.110468954147799	0.0475382688541528	0.133963284206732	0.0920574617898323	0	0.0756707674607503	0.0650944554904119	0	0.0695889000639221	0.0976416832356179	0.0708658671270312	0	0.0453259609099337	0.0467652373544956	0	0.0492067831305123	0.0397072455954688	0.360790093441358	0.039253433598943	0	0.0260377821961648	0.0271462644898952	0.0250548676000943	0	0.0347944500319611	0.0315754488975336	0.0187911507000707	0.0446544280689107	0.0531494003452734	0.0656090441740164	1	0	0.0947263466926009	0.0950765377083057	0.0552344770738994	0	0.0954751832206887	0	0.0920574617898323	0	0.0291111254869791	0.0298673845544749	0	0	0.0475382688541528	0	0.0689757700500647	0.039253433598943	0.032547227745206	0	0	0.0833449098192311	0.0695889000639221	0.130188910980824	0	0.0531494003452734	0	0	0	0.0336146322726407	0	0.0501097352001886	0	0	0.0920574617898323	0.0361079072337059	0.0475382688541528	0.0233826186772478	0	0.0306858205966108	0.0260377821961648	0	0.130188910980824	0.0650944554904119	0.0260377821961648	0.0284095494863568	0.0315754488975336	0.0460287308949162	0.0823386969592618	0.078506867197886	0	0	0.0823386969592618	0.0949500219666901	0	0.0265747001726367	0.0984135662610246	0	0.039253433598943	0	0	0.0531494003452734	0.0361079072337059	0.0582222509739582	0.0223272140344553	0.0613716411932216	0.0487950036474267	0	0.0315754488975336	0.121992551904337	0.0401771701845154	0.0492067831305123	0.0298673845544749	0	0.0411693484796309	0.0271462644898952	0.0582222509739582	0.0814387934696855	0.0510642921188165	0	0	0.088582333908789	0.129392641058713	0	0	0.0291111254869791
ARPP21	0.1	0.0953462589245592	0	0.0790569415042095	0.141421356237309	0	0.0645497224367903	0	0.0523423922590214	0	0	0.142857142857143	0	0	0	0.0304290309725092	0.0645497224367903	0	0.0890870806374748	0.0320256307610174	0	0.0458831467741124	0.0490880693673816	0	0	0.088998831897997	0	0.0681994339470473	0.0735214622093808	0.0390732332582282	0.074535599249993	0.025854384499751	0.0845154254728516	0	0	0	0.1	0	0	0.115470053837925	0	0	0.127775312999988	0	0	0.258198889747161	0.365148371670111	0	0	0.0816496580927726	0	0	0	0.0519875244910036	0.223606797749979	0	0	0	0.0608580619450184	0.149071198499986	0.0778498944161523	0.0803219328902499	0	0	0.0681994339470473	0.0516397779494322	0	0	0	0	0	0.0975900072948533	0	0.108465228909328	0.0645497224367903	0.076696498884737	0.121716123890037	0.0563436169819011	0	1	0.108465228909328	0	0.0632455532033676	0	0.0409960030845394	0.223606797749979	0	0.0975900072948533	0.1	0	0.105409255338946	0	0.0816496580927726	0	0.0592348877759092	0	0.111803398874989	0	0.141421356237309	0.0572598334313868	0	0.111803398874989	0	0	0.141421356237309	0	0.102597835208515	0.115470053837925	0.169030850945703	0.086066296582387	0	0.223606797749979	0	0.124034734589208	0	0.0803219328902499	0	0	0	0.0894427190999916	0	0	0.178885438199983	0	0	0	0	0	0.086066296582387	0	0	0.0652328073053442	0	0.0912870929175277	0	0.0975900072948533	0.0674199862463242	0.108465228909328	0.119522860933439	0	0.124034734589208	0	0	0.210818510677892	0.0707106781186547	0	0.108465228909328	0.139686059153916	0.0690065559342354	0.169030850945703	0	0	0.141421356237309	0	0	0.0932504808240314	0.0877058019307029	0	0	0.0608580619450184	0.0493864798324795	0	0	0
FCHO2	0.054232614454664	0.103417537999004	0.0228158323798138	0.0857492925712544	0.076696498884737	0.0916698497028211	0.105021006302101	0.0933520056018673	0.056773295580366	0.151716521227252	0.0450377349111045	0.14142135623731	0.0450377349111045	0.13068205256071	0.0955394632947723	0.0825122952480562	0.0700140042014005	0.0571661950475029	0.134715062810913	0.0694733474291875	0	0.0995345203586879	0.0532434868065002	0.0517087689995019	0.108465228909328	0.120665983430988	0	0.184931680363827	0.07974522228289	0.0423808718958129	0.202113020863611	0.0730296743340221	0.183339699405642	0.0885614885540095	0.0379937125608137	0.0731272424127131	0.162697843363992	0.292508969650852	0.076696498884737	0.0626224291085149	0.0990147542976674	0	0.138591785735047	0	0.0776735637380617	0	0.0990147542976674	0.0947263466926009	0.102899151085505	0.0885614885540095	0.124783549621155	0.114332390095006	0.0894427190999916	0.0563883874434601	0.363803437554499	0.054232614454664	0.129640744710433	0.121267812518166	0.0660098361984449	0.0808452083454443	0.0422200330920749	0.0871213683738064	0	0	0.0739726721455309	0.140028008402801	0.146254484825426	0	0.0485071250072666	0.0505721737424174	0.0466760028009337	0.0529256124024963	0.0648203723552164	0.117647058823529	0.0700140042014005	0.0831890330807703	0.0660098361984449	0.0611132331352141	0.0947263466926009	0.108465228909328	1	0.132842232831014	0.0685994340570035	0	0.0889328171786417	0.121267812518166	0.342997170285018	0.0529256124024963	0.162697843363992	0.111282976814931	0.0571661950475029	0.0529256124024963	0.0885614885540095	0	0.0642492566203236	0.0731272424127131	0.121267812518166	0.0802572353905128	0.230089496654211	0.155267523511134	0	0.18190171877725	0.0517087689995019	0.198029508595335	0.076696498884737	0	0.0556414884074657	0.12524485821703	0.0916698497028211	0.140028008402801	0.076696498884737	0.121267812518166	0.171498585142509	0.201801838198894	0.0442807442770048	0.0871213683738064	0	0.0571661950475029	0.1455213750218	0.0485071250072666	0.121267812518166	0.242535625036333	0.0970142500145332	0.105851224804993	0.0588235294117647	0.128623938856882	0	0.0731272424127131	0.0933520056018673	0	0.153392997769474	0.247642198187029	0	0.123768442872084	0.0916698497028211	0.0529256124024963	0.0731272424127131	0.0588235294117647	0.0648203723552164	0.297044262893002	0.201801838198894	0.108465228909328	0.0831890330807703	0.114332390095006	0	0	0.176470588235294	0.189388504769643	0.074848118856512	0.183339699405642	0.111282976814931	0.0990147542976674	0.153392997769474	0.101144347484835	0.162697843363992	0.252860868712087	0.0951302988308988	0	0.242535625036333	0.13201967239689	0.107134316801116	0	0.0700140042014005	0.054232614454664
IL1R1	0.0408248290463863	0.116774841624228	0.0515254039929545	0.0322748612183951	0	0.161015297179883	0.052704627669473	0.140545673785261	0.0427373843170688	0.266485445669408	0.0339031751810405	0.0617213399848368	0.0339031751810405	0.0327912917891977	0.191785320594154	0.0621129993749942	0.131761569173682	0.0430331482911935	0.0447213595499958	0.0522976360368491	0	0.112390297389803	0.0200401204014051	0.0389249472080761	0.0816496580927726	0.090834052439095	0	0.194896116236397	0.0600300225187664	0.0319031613611348	0.121716123890037	0	0.103509833901353	0.0666666666666667	0.0572012555813402	0.055048188256318	0.0816496580927726	0.165144564768954	0.115470053837925	0.0471404520791032	0.074535599249993	0.055048188256318	0.0782460796435952	0	0.116941069240937	0	0	0.190153075416611	0.180739222823013	0.0333333333333333	0.12524485821703	0.086066296582387	0.119522860933439	0.0212238179989004	0.182574185835055	0.0816496580927726	0.0487950036474267	0.136930639376292	0.0496903994999953	0	0.0317820863081864	0.098373875367593	0	0	0.0278423023194852	0.105409255338946	0.055048188256318	0	0.0365148371670111	0.0761386987626881	0.0702728368926307	0	0.0487950036474267	0.0442807442770048	0.052704627669473	0.0313112145542575	0.0248451997499977	0.0230021853114118	0.0950765377083057	0	0.132842232831014	1	0.0258198889747161	0	0.0669461927004578	0	0.258198889747161	0	0.122474487139159	0.0837707816583391	0	0.0398409536444798	0.0333333333333333	0	0.120912708351669	0.055048188256318	0	0.0869656553478673	0.115470053837925	0.116881145553046	0.0487950036474267	0.0912870929175277	0.0389249472080761	0.223606797749979	0.0577350269189626	0	0.0418853908291695	0.0471404520791032	0.0690065559342354	0.0351364184463153	0.0577350269189626	0.182574185835055	0.0968245836551854	0.101273936708367	0.0333333333333333	0.0655825835783953	0	0.0430331482911935	0.0730296743340221	0	0.213003216807565	0.182574185835055	0.0365148371670111	0.0796819072889596	0.0442807442770048	0.129099444873581	0.173205080756888	0.165144564768954	0.0351364184463153	0	0.23094010767585	0.0798935461936961	0	0.0559016994374947	0.0690065559342354	0.0398409536444798	0.027524094128159	0.0442807442770048	0	0.149071198499986	0.15191090506255	0.0816496580927726	0.0626224291085149	0.0430331482911935	0	0	0.132842232831014	0.14256648712805	0.0281718084909506	0	0.0837707816583391	0.074535599249993	0.115470053837925	0.0761386987626881	0.163299316185545	0.152277397525376	0.107417231105915	0	0.182574185835055	0.0993807989999907	0.161295567709102	0	0.052704627669473	0.0816496580927726
PBX1	0.126491106406735	0.0603022689155527	0.212860833676077	0.05	0.0894427190999916	0.017817416127495	0.347011046894284	0.0272165526975909	0.347594473212995	0.0294883912309794	0.0787838597158335	0.188561808316413	0.446441871723057	0.127000127000191	0.0742781352708207	0.125092558324419	0.0612372435695795	0.0333333333333333	0.108147614087175	0.09114654303753	0.275	0.0870571500132014	0.263891178740153	0.180906806746658	0.189736659610103	0.225151214313693	0.438178046004133	0.0431331092813754	0.325493388482694	0.234764784021782	0.0471404520791032	0.053567158400558	0.0534522483824849	0.0258198889747161	0.0110769755124342	0	0.0632455532033676	0.0426401432711221	0	0.146059348668044	0.0577350269189626	0	0.222233559801486	0	0.11322770341446	0	0.0577350269189626	0.0368229847159329	0.04	0.335658556671309	0.0242535625036333	0.333333333333333	0.0605227532668802	0.328797974610715	0.0707106781186548	0	0.188982236504614	0.0707106781186548	0.115470053837925	0.0471404520791032	0.0492365963917331	0.101600101600152	0.474692883171144	0.10690449676497	0.301931764969628	0.0489897948556636	0	0.160356745147455	0.113137084989848	0.117953564923918	0.136082763487954	0.18516401995451	0.0377964473009227	0.137198868114007	0.142886901662352	0.0970142500145332	0.288675134594813	0.267261241912424	0.0552344770738994	0.0632455532033676	0.0685994340570035	0.0258198889747161	1	0.2993820796735	0.0518562978841731	0.14142135623731	0	0.0925820099772552	0.0948683298050514	0	0.0333333333333333	0.0308606699924184	0.438938112570174	0.0377964473009227	0.168585446084705	0.170560573084488	0.106066017177982	0	0.0447213595499958	0.0905357460425185	0	0.176776695296637	0	0	0	0	0.356887126487678	0.0365148371670111	0.10690449676497	0.0544331053951817	0	0	0.05	0.0392232270276368	0.438938112570174	0.228600228600343	0.10690449676497	0	0.0282842712474619	0.0282842712474619	0.0471404520791032	0	0.197989898732233	0.0617213399848368	0.102899151085505	0.025	0	0	0.108866210790363	0.10690449676497	0	0.0618852747755276	0	0.0288675134594813	0.10690449676497	0.0617213399848368	0.127920429813366	0.0685994340570035	0.0377964473009227	0.0577350269189626	0.0392232270276368	0.0316227766016838	0	0.166666666666667	0	0.25298221281347	0.0685994340570035	0.110431526074847	0.28368325730679	0.0534522483824849	0	0	0.0894427190999916	0.0294883912309794	0.0316227766016838	0.117953564923918	0.0832050294337844	0.0925820099772552	0	0.038490017945975	0.0468521285665818	0	0.0408248290463863	0.221359436211787
