	MCM6	MCM3	ORC2	MCM5	MCM4	MCM2	MCM7	RAD51	KLF6	JUN	BTG2	POLR2B	XRCC3	XRCC6	ERCC8	GTF2H1	TCF19	SPI1	GATA2	EBF1	IKZF1	TLR4	MYB	IRF8	RUNX1T1	GTF2F1	CTR9	SNRPB	TAF12	YBX1	MLLT3	PHB2	MYCN	XPC	POLR1B	E2F4	RB1	MYC	CBFB	GFI1B	PA2G4	MAPK1	MAPK12	REXO4	RARB	HDAC2	SMARCA2	JARID2	CBX7	MECOM	HDAC7	HDAC11	DDX20	EGR1	ZFP36	HMGB2	MIS18BP1	CENPK	NFKBIA	REL	RELB	SPO11	DEK	ABL1	H1F0	MED16	FOXO1	PHF10	EPAS1	HIF3A	TSC22D3	IRF7	DDX58	STAT2	IRF9	MEIS1	RORC	RORA	RUVBL2	PBX1	HCFC1	APBB1	FEM1B	ZBTB16	RNF4	CREB5	ATF7	RPS6KA5	NDN	ELF1	E2F8	NFATC2
TAF12	0.1529	0.189	0.1456	0.1933	0.1204	0.134	0.1902	0.1009	0.1317	0.1539	0.1716	0.1966	0.1097	0.08716	0.06902	0.1119	0.1414	0.1079	0.1286	0.08315	0.08746	0.152	0.1424	0.1175	0.2426	0.1033	0.1169	0.119	1	0.1259	0.1205	0.1234	0.1711	0.1199	0.1642	0.1129	0.1494	0.1756	0.1485	0.09345	0.07992	0.08017	0.04723	0.1144	0.119	0.1407	0.1702	0.138	0.09407	0.1046	0.1543	0.06295	0.1216	0.1429	0.1681	0.1663	0.1227	0.1559	0.09428	0.1383	0.1346	0.1193	0.1821	0.09211	0.1108	0.1087	0.1659	0.1435	0.1245	0.1284	0.1695	0.1685	0.09759	0.1489	0.114	0.1189	0.1179	0.1024	0.2188	0.1321	0.0931	0.08388	0.104	0.08957	0.1324	0.1971	0.1962	0.1196	0.1152	0.1361	0.2096	0.1583
YBX1	0.06948	0.0786	0.0796	0.05459	0.06341	0.0627	0.04676	0.03636	0.1089	0.07981	0.05866	0.04472	0.05496	0.07625	0.07535	0.06135	0.08033	0.07971	0.07473	0.09682	0.07318	0.01993	0.07566	0.05876	0.07575	0.07654	0.07556	0.108	0.1005	1	0.06996	0.05063	0.07107	0.07993	0.04655	0.09706	0.05986	0.079	0.1773	0.07892	0.06806	0.05636	0.06001	0.07155	0.06903	0.07714	0.07276	0.07425	0.08535	0.0765	0.0667	0.0369	0.09183	0.06696	0.07133	0.1226	0.07394	0.03707	0.06193	0.1101	0.09274	0.04838	0.06997	0.07796	0.1153	0.07163	0.08412	0.06496	0.07067	0.06522	0.09782	0.08286	0.08021	0.08453	0.06361	0.06381	0.06735	0.07137	0.1186	0.05623	0.07427	0.06094	0.03739	0.07089	0.09881	0.08845	0.08574	0.05991	0.07817	0.0805	0.07529	0.07083
MLLT3	0.03176	0.07784	0.03845	0.04285	0.05658	0.04111	0.0317	0.04605	0.09076	0.07053	0.1061	0.03766	0.05322	0.05378	0.04884	0.05323	0.07821	0.111	0.0657	0.0545	0.04813	0.0381	0.05037	0.07665	0.0494	0.07353	0.05678	0.1063	0.1239	0.07449	1	0.05885	0.06347	0.04216	0.03548	0.06214	0.04455	0.05779	0.07913	0.06942	0.05446	0.05464	0.04334	0.05427	0.05705	0.04617	0.0513	0.05004	0.06058	0.05842	0.05712	0.04109	0.06806	0.06279	0.06839	0.07486	0.06477	0.08002	0.06739	0.06611	0.07953	0.04814	0.07792	0.05365	0.09923	0.07546	0.06888	0.04918	0.0533	0.04011	0.1404	0.07533	0.04263	0.07364	0.06145	0.06429	0.0415	0.05701	0.08819	0.07382	0.05526	0.05428	0.03831	0.04812	0.1344	0.08107	0.06842	0.02546	0.08776	0.04355	0.05916	0.06858
PHB2	0.07174	0.06068	0.05385	0.06997	0.09012	0.05854	0.05759	0.0643	0.06943	0.1619	0.08493	0.1123	0.09493	0.0482	0.04776	0.09781	0.06196	0.04914	0.05578	0.05308	0.09388	0.07307	0.07177	0.04812	0.117	0.02703	0.1209	0.0606	0.1194	0.05063	0.05885	1	0.07997	0.07239	0.07011	0.08899	0.08627	0.05335	0.1106	0.06757	0.09711	0.04429	0.03604	0.06291	0.104	0.06034	0.1812	0.0352	0.1358	0.05453	0.0787	0.07473	0.06979	0.06587	0.04814	0.09508	0.08348	0.164	0.06752	0.06385	0.06038	0.06826	0.09271	0.0827	0.1018	0.04877	0.05214	0.08114	0.08308	0.04379	0.1958	0.03782	0.06835	0.1035	0.04799	0.07272	0.06587	0.07834	0.06647	0.1079	0.05348	0.03293	0.09237	0.08432	0.05272	0.151	0.09009	0.05798	0.06006	0.07974	0.06568	0.07173
MYCN	0.04006	0.05537	0.06927	0.04231	0.06044	0.07335	0.0338	0.06498	0.07199	0.1515	0.1001	0.03811	0.04852	0.05978	0.04911	0.04138	0.0945	0.08838	0.05208	0.06344	0.05809	0.05415	0.05712	0.04382	0.08306	0.06109	0.05864	0.07589	0.101	0.08142	0.06296	0.11	1	0.05208	0.05166	0.05099	0.06823	0.3186	0.1413	0.09517	0.0531	0.04399	0.0566	0.0609	0.05803	0.05591	0.07578	0.06118	0.1439	0.0574	0.0651	0.04962	0.07169	0.07981	0.06752	0.07959	0.0635	0.1343	0.06511	0.05406	0.06047	0.04338	0.05945	0.05434	0.1063	0.02777	0.05897	0.05544	0.06025	0.06483	0.1065	0.06259	0.03914	0.06108	0.04862	0.05421	0.06021	0.05784	0.03244	0.04405	0.05721	0.05237	0.0387	0.05364	0.1125	0.127	0.08883	0.0441	0.08015	0.05453	0.06721	0.04656
XPC	0.03028	0.03836	0.05505	0.04157	0.03957	0.03054	0.06342	0.05372	0.06623	0.1404	0.1032	0.04227	0.0637	0.03798	0.07787	0.06271	0.1078	0.07045	0.05337	0.06295	0.06472	0.03782	0.04605	0.05142	0.05505	0.05104	0.03387	0.1362	0.08116	0.07993	0.05665	0.1589	0.08102	1	0.02793	0.06299	0.03705	0.08224	0.1328	0.06914	0.06093	0.04293	0.04854	0.05843	0.06202	0.04408	0.02913	0.03675	0.1395	0.03071	0.03957	0.06167	0.04453	0.05714	0.08074	0.08764	0.04367	0.156	0.07521	0.05149	0.05174	0.05539	0.08366	0.0419	0.1272	0.04077	0.05624	0.0484	0.04095	0.03747	0.2324	0.05864	0.04389	0.03354	0.04629	0.07148	0.06741	0.06201	0.07048	0.06754	0.03061	0.03795	0.04022	0.04142	0.08211	0.1263	0.1045	0.03831	0.08144	0.06557	0.0405	0.04417
POLR1B	0.03311	0.03291	0.02849	0.04739	0.05233	0.04223	0.03144	0.0692	0.1078	0.05329	0.1491	0.8118	0.09556	0.05678	0.06624	0.0653	0.09546	0.05846	0.04443	0.05388	0.02978	0.02883	0.03812	0.04878	0.06451	0.03019	0.04	0.08291	0.2291	0.05269	0.05863	0.1017	0.02884	0.03091	1	0.0773	0.04106	0.05685	0.1467	0.04788	0.08795	0.0838	0.07085	0.02943	0.07502	0.03735	0.0308	0.04121	0.09108	0.0317	0.0354	0.07152	0.03287	0.03682	0.03338	0.137	0.03255	0.1043	0.08495	0.03542	0.04049	0.05357	0.07331	0.0205	0.08339	0.04664	0.04439	0.01993	0.04137	0.04887	0.157	0.05332	0.05073	0.0364	0.05689	0.08739	0.05554	0.06639	0.1108	0.07796	0.02751	0.05129	0.05323	0.0548	0.05658	0.05097	0.03931	0.02862	0.06385	0.06265	0.03498	0.03201
E2F4	0.1151	0.1343	0.05192	0.1343	0.1402	0.06349	0.1385	0.1008	0.07961	0.0767	0.1518	0.0503	0.1092	0.08169	0.02743	0.04054	0.08483	0.1499	0.07343	0.0619	0.0605	0.1022	0.07121	0.04519	0.05367	0.05646	0.09915	0.1029	0.1171	0.06106	0.06497	0.1035	0.06668	0.06528	0.06645	1	0.04553	0.08727	0.229	0.06729	0.07729	0.04875	0.05436	0.06168	0.06064	0.0608	0.06533	0.05878	0.1243	0.05078	0.06431	0.05698	0.07114	0.06736	0.05908	0.1181	0.07646	0.1426	0.0835	0.08202	0.07446	0.05493	0.06685	0.0618	0.2743	0.05978	0.108	0.08466	0.07093	0.07452	0.3084	0.06234	0.0593	0.06635	0.08083	0.06588	0.06799	0.04419	0.03981	0.06533	0.06536	0.05571	0.07071	0.07607	0.1025	0.06733	0.07505	0.05208	0.06622	0.1276	0.1529	0.05976
RB1	0.05993	0.06676	0.04999	0.0611	0.02473	0.05211	0.05232	0.09433	0.08256	0.104	0.137	0.02634	0.09503	0.04526	0.03525	0.08275	0.07544	0.08052	0.04435	0.04249	0.05509	0.03815	0.0696	0.04477	0.08183	0.04082	0.07603	0.1017	0.1854	0.07875	0.03357	0.08138	0.04669	0.04751	0.03664	0.04769	1	0.05929	0.1015	0.07273	0.05108	0.0584	0.08629	0.05805	0.1027	0.07634	0.02816	0.02657	0.097	0.03042	0.02753	0.07539	0.02435	0.03688	0.04269	0.1491	0.03872	0.1193	0.1036	0.03034	0.04433	0.06207	0.1052	0.02178	0.156	0.06418	0.05224	0.04267	0.04608	0.04229	0.1312	0.04202	0.05775	0.04888	0.07841	0.0855	0.09583	0.1014	0.07992	0.08643	0.03161	0.03578	0.08761	0.03734	0.1004	0.06462	0.07712	0.04027	0.0489	0.06463	0.06367	0.0261
MYC	0.05375	0.06036	0.06993	0.05062	0.04733	0.05509	0.05082	0.07317	0.09137	0.1427	0.07747	0.03879	0.046	0.05406	0.05799	0.06424	0.1171	0.07495	0.05552	0.06769	0.06457	0.04882	0.06745	0.05536	0.0883	0.05466	0.06199	0.07674	0.1003	0.09671	0.06727	0.07866	0.3258	0.07876	0.04464	0.05638	0.03811	1	0.1105	0.07013	0.04422	0.03896	0.03848	0.06764	0.0639	0.05534	0.0749	0.06494	0.0953	0.07361	0.07205	0.04995	0.06653	0.08728	0.09212	0.09436	0.06104	0.07428	0.08423	0.05371	0.06178	0.06347	0.06878	0.05464	0.1387	0.02784	0.06824	0.06736	0.0677	0.05082	0.146	0.07262	0.04012	0.06052	0.06332	0.07148	0.05916	0.06095	0.03825	0.06493	0.05556	0.06358	0.02322	0.06622	0.1127	0.1171	0.1087	0.05478	0.06067	0.05809	0.06112	0.05778
CBFB	0.1103	0.1185	0.1056	0.08313	0.09192	0.1059	0.09649	0.127	0.1137	0.233	0.09473	0.1248	0.1214	0.09903	0.1427	0.1319	0.1046	0.05984	0.07263	0.1641	0.06224	0.248	0.1542	0.08431	0.1515	0.1559	0.1958	0.05903	0.08616	0.1831	0.07169	0.2083	0.2059	0.1644	0.1503	0.1837	0.1813	0.1992	1	0.1001	0.1029	0.1083	0.1185	0.08448	0.07116	0.08135	0.1285	0.1049	0.1278	0.08051	0.1188	0.06177	0.09974	0.09006	0.07933	0.1121	0.1394	0.1907	0.06126	0.168	0.06575	0.1147	0.07439	0.08617	0.07308	0.1189	0.1201	0.1154	0.1419	0.09215	0.2059	0.1349	0.07229	0.1001	0.0711	0.1399	0.09778	0.09936	0.1339	0.105	0.1292	0.1724	0.08861	0.1034	0.0757	0.1755	0.2306	0.09515	0.09297	0.07726	0.1212	0.09576
GFI1B	0.05508	0.06966	0.08027	0.07939	0.08676	0.1002	0.07834	0.06286	0.2815	0.07237	0.06373	0.0675	0.05268	0.06161	0.04586	0.08742	0.09832	0.1143	0.1141	0.06846	0.2544	0.0649	0.0735	0.05764	0.09937	0.07308	0.06567	0.074	0.1361	0.07892	0.088	0.05881	0.09574	0.05832	0.04763	0.1133	0.06443	0.07875	0.1113	1	0.05732	0.02769	0.06017	0.07789	0.07479	0.06469	0.08941	0.0659	0.09279	0.426	0.07787	0.0531	0.08218	0.2528	0.08333	0.08128	0.06696	0.09376	0.1055	0.07967	0.06416	0.0435	0.06501	0.056	0.1265	0.05559	0.07737	0.06855	0.08535	0.07584	0.0866	0.07841	0.06148	0.06535	0.0602	0.07603	0.0677	0.08049	0.07225	0.06921	0.07537	0.06228	0.06601	0.4057	0.1122	0.08233	0.09742	0.08001	0.06455	0.08556	0.06575	0.05609
PA2G4	0.07408	0.06713	0.1024	0.08025	0.05713	0.06235	0.06327	0.08153	0.07266	0.04355	0.1326	0.0503	0.05097	0.0419	0.04846	0.04444	0.06443	0.07761	0.02888	0.06644	0.03822	0.04928	0.04911	0.05647	0.08839	0.05183	0.05592	0.1024	0.07992	0.06806	0.0528	0.1072	0.03331	0.02894	0.08417	0.04293	0.05913	0.0444	0.1457	0.05196	1	0.05958	0.06065	0.03265	0.1053	0.06237	0.09631	0.06356	0.107	0.04392	0.03632	0.04199	0.059	0.06533	0.05993	0.0933	0.07418	0.06215	0.06518	0.06584	0.06709	0.07287	0.04389	0.09595	0.09823	0.07732	0.07654	0.0544	0.06569	0.06233	0.2247	0.06935	0.06997	0.07022	0.05189	0.0577	0.05541	0.05535	0.03847	0.05134	0.07373	0.09208	0.07716	0.06441	0.05087	0.04929	0.06224	0.08974	0.08771	0.0597	0.06755	0.05226
MAPK1	0.07087	0.08922	0.03698	0.06441	0.08976	0.08847	0.06939	0.07867	0.07102	0.03821	0.1225	0.05122	0.0617	0.07106	0.06528	0.06273	0.09445	0.0437	0.04333	0.07977	0.04736	0.06172	0.05085	0.06755	0.0826	0.04144	0.1262	0.04962	0.1016	0.04551	0.05477	0.04429	0.0342	0.04526	0.06444	0.04982	0.1166	0.03123	0.08933	0.05675	0.06043	1	0.8779	0.06164	0.1118	0.06198	0.07827	0.03879	0.07712	0.03973	0.0548	0.04409	0.03423	0.04908	0.03742	0.08943	0.03308	0.03709	0.0803	0.03362	0.03452	0.1258	0.1011	0.5985	0.0827	0.04557	0.03307	0.06567	0.0758	0.07042	0.1138	0.051	0.09651	0.06539	0.08186	0.08121	0.1018	0.08216	0.06797	0.04374	0.05103	0.05501	0.075	0.05632	0.05967	0.0336	0.04094	0.5938	0.05926	0.03523	0.03948	0.06413
MAPK12	0.06774	0.05631	0.04737	0.01951	0.06267	0.09675	0.06488	0.08296	0.03834	0.03485	0.1357	0.1121	0.07719	0.07588	0.04648	0.08144	0.1053	0.04764	0.02945	0.0624	0.07059	0.06436	0.05302	0.0442	0.02925	0.03653	0.08831	0.06617	0.1011	0.07121	0.04334	0.03604	0.06088	0.04233	0.06958	0.05436	0.08629	0.05291	0.1185	0.03171	0.06065	0.8824	1	0.06098	0.1025	0.06692	0.07892	0.05933	0.07518	0.07525	0.03682	0.0587	0.03123	0.02889	0.04375	0.1016	0.02773	0.05368	0.08371	0.055	0.05614	0.1152	0.07862	0.5637	0.07435	0.06526	0.06896	0.06726	0.06131	0.05368	0.1034	0.06921	0.06181	0.05922	0.03691	0.07682	0.09632	0.09261	0.03315	0.0937	0.05603	0.04877	0.07313	0.04488	0.05131	0.03939	0.0391	0.5503	0.1109	0.05495	0.1211	0.06468
REXO4	0.05224	0.05737	0.07163	0.04447	0.06635	0.05699	0.04853	0.08428	0.1015	0.09993	0.04717	0.05033	0.07299	0.04381	0.05615	0.05739	0.07319	0.0973	0.07054	0.04955	0.05591	0.05647	0.08795	0.06556	0.06918	0.07543	0.06272	0.08919	0.09791	0.05923	0.07241	0.06101	0.05884	0.05787	0.02943	0.0677	0.05404	0.07082	0.1432	0.0736	0.07453	0.04564	0.06462	1	0.07682	0.05806	0.07545	0.05266	0.1401	0.05795	0.07422	0.07367	0.06373	0.05326	0.0889	0.08805	0.06921	0.07678	0.0541	0.09426	0.05259	0.06505	0.06938	0.09254	0.08949	0.03825	0.0674	0.0662	0.1039	0.05961	0.146	0.0649	0.06243	0.07251	0.06558	0.07194	0.06566	0.06301	0.07094	0.05469	0.06972	0.07101	0.03151	0.06922	0.1101	0.07555	0.06028	0.06292	0.1075	0.07724	0.06418	0.05646
RARB	0.05549	0.06912	0.06573	0.07327	0.05996	0.05723	0.07677	0.0662	0.08342	0.1086	0.1093	0.06104	0.1127	0.05122	0.0542	0.07785	0.07718	0.08137	0.0774	0.06217	0.05909	0.07025	0.05392	0.05659	0.08501	0.04814	0.09359	0.1122	0.1004	0.06163	0.08047	0.1063	0.06219	0.07166	0.06744	0.07434	0.1017	0.06372	0.1531	0.06853	0.101	0.111	0.1002	0.06989	1	0.09059	0.0496	0.09488	0.09718	0.05246	0.06166	0.09696	0.08703	0.06212	0.07927	0.1228	0.06365	0.1209	0.117	0.05754	0.05403	0.0614	0.05407	0.07266	0.1309	0.0906	0.05008	0.04117	0.07546	0.0725	0.1461	0.04816	0.08941	0.07889	0.07496	0.097	0.4434	0.4468	0.07109	0.1065	0.05218	0.04954	0.08292	0.04874	0.1232	0.07411	0.08748	0.07055	0.09316	0.04403	0.08124	0.04358
HDAC2	0.09951	0.1279	0.133	0.1079	0.09924	0.05847	0.1151	0.1788	0.0785	0.09363	0.1199	0.03881	0.2247	0.1559	0.03971	0.0478	0.1001	0.08077	0.04281	0.05253	0.05825	0.07001	0.07409	0.04536	0.04455	0.05282	0.06686	0.1151	0.1381	0.0546	0.04899	0.07712	0.04486	0.0576	0.03735	0.06703	0.05876	0.05257	0.11	0.06992	0.06237	0.06198	0.06898	0.05604	0.06913	1	0.1815	0.03538	0.1228	0.05764	0.6133	0.729	0.163	0.08488	0.07266	0.09083	0.06093	0.06198	0.09093	0.05653	0.0617	0.1272	0.09132	0.05243	0.1145	0.05964	0.07249	0.05147	0.06342	0.04575	0.1312	0.07031	0.2105	0.04701	0.0629	0.05034	0.05889	0.05535	0.05323	0.06607	0.0463	0.05282	0.04783	0.04803	0.0954	0.06154	0.06116	0.07217	0.06935	0.07158	0.0509	0.0407
SMARCA2	0.09524	0.08406	0.1553	0.1039	0.02335	0.07557	0.09722	0.2263	0.05338	0.06223	0.1971	0.03289	0.2142	0.06703	0.03124	0.06884	0.06883	0.07141	0.06857	0.04162	0.04412	0.07235	0.04296	0.06514	0.08656	0.05352	0.02721	0.08427	0.1423	0.06455	0.04602	0.08824	0.07701	0.03046	0.02434	0.06231	0.03583	0.05383	0.101	0.06992	0.05527	0.05951	0.07624	0.05386	0.04008	0.1818	1	0.02482	0.1066	0.0214	0.02991	0.2746	0.334	0.0698	0.07059	0.1462	0.02986	0.2485	0.05832	0.05003	0.04591	0.1198	0.06695	0.02781	0.09829	0.06992	0.04743	0.04089	0.03828	0.03599	0.1742	0.04847	0.3326	0.03025	0.05163	0.1217	0.04619	0.05104	0.1991	0.06351	0.02717	0.04641	0.062	0.04395	0.09323	0.08355	0.08545	0.02531	0.06035	0.03916	0.03386	0.02882
JARID2	0.03978	0.03297	0.07731	0.02557	0.03077	0.02668	0.03358	0.05413	0.1033	0.08288	0.14	0.03082	0.1055	0.06258	0.05513	0.04552	0.07393	0.1031	0.05388	0.06178	0.05216	0.04252	0.05142	0.0531	0.04554	0.05262	0.03442	0.09401	0.138	0.08892	0.04971	0.08408	0.07897	0.03491	0.03824	0.0516	0.03009	0.06717	0.08431	0.07865	0.06477	0.0495	0.05156	0.05318	0.05858	0.03032	0.02368	1	0.1413	0.03275	0.05603	0.0657	0.04339	0.06031	0.1033	0.1363	0.04109	0.1051	0.08076	0.04314	0.04226	0.06925	0.06832	0.04316	0.08756	0.05346	0.05173	0.05812	0.04294	0.04762	0.1567	0.05703	0.04173	0.03814	0.08217	0.1014	0.07509	0.06835	0.02512	0.05961	0.03069	0.03958	0.06503	0.05426	0.1149	0.06602	0.07352	0.04276	0.06311	0.05955	0.04423	0.04115
CBX7	0.09749	0.1952	0.1018	0.07247	0.1386	0.1351	0.07214	0.1224	0.1575	0.154	0.06732	0.09388	0.05184	0.1246	0.1085	0.1221	0.09339	0.1252	0.149	0.1268	0.08348	0.1268	0.1244	0.1259	0.1006	0.1512	0.08648	0.1031	0.07594	0.1439	0.08943	0.1358	0.1339	0.09124	0.09108	0.1209	0.1225	0.1023	0.08785	0.102	0.1316	0.09737	0.09463	0.1027	0.09973	0.1184	0.0937	0.1351	1	0.1188	0.1648	0.1017	0.1027	0.1734	0.1092	0.1187	0.1731	0.1422	0.09798	0.1459	0.07899	0.05046	0.08108	0.08175	0.08702	0.09031	0.1072	0.07031	0.1195	0.102	0.1535	0.1215	0.07565	0.1066	0.09962	0.1533	0.124	0.163	0.1033	0.1381	0.1469	0.1362	0.07104	0.1216	0.09984	0.07509	0.1505	0.1736	0.08997	0.1225	0.1338	0.1305
MECOM	0.0262	0.04732	0.05204	0.02607	0.04494	0.03334	0.04862	0.05974	0.2649	0.07538	0.0775	0.01761	0.06042	0.04248	0.04449	0.04907	0.08319	0.08768	0.09209	0.0563	0.1126	0.03797	0.0757	0.05044	0.0614	0.07443	0.03771	0.09233	0.1663	0.07923	0.04859	0.05453	0.05652	0.03502	0.02626	0.05721	0.03058	0.06837	0.1065	0.433	0.05959	0.03972	0.0639	0.06523	0.06337	0.04888	0.03041	0.02676	0.1179	1	0.04165	0.05969	0.04456	0.1488	0.09247	0.1143	0.04297	0.07862	0.06697	0.06888	0.04819	0.06624	0.06841	0.03508	0.1153	0.02409	0.06767	0.06653	0.03653	0.04728	0.1228	0.0495	0.03496	0.03204	0.06447	0.07837	0.06459	0.06077	0.06113	0.06581	0.03452	0.04062	0.04486	0.1533	0.113	0.0787	0.07913	0.03147	0.08846	0.05281	0.04593	0.04341
HDAC7	0.0425	0.03357	0.1472	0.06279	0.03021	0.02977	0.08409	0.1917	0.09494	0.1034	0.06621	0.0345	0.2552	0.126	0.02704	0.05298	0.09168	0.08389	0.05829	0.05405	0.05419	0.05493	0.05786	0.07055	0.06906	0.0717	0.03283	0.07938	0.1543	0.07738	0.05712	0.07188	0.07625	0.03462	0.03453	0.07755	0.02949	0.05832	0.1188	0.07192	0.05922	0.0548	0.03682	0.06386	0.09345	0.6133	0.03113	0.04975	0.09373	0.03268	1	0.7081	0.04328	0.05234	0.06907	0.08804	0.04238	0.1173	0.06391	0.05229	0.05043	0.07865	0.07138	0.03901	0.1089	0.02447	0.05894	0.05887	0.03786	0.04393	0.16	0.05409	0.1102	0.03184	0.06008	0.07988	0.07091	0.0598	0.07677	0.0475	0.04303	0.04062	0.03873	0.0522	0.09667	0.0748	0.07613	0.02928	0.05244	0.04742	0.04255	0.032
HDAC11	0.08512	0.09209	0.2669	0.09231	0.07755	0.1113	0.08281	0.2253	0.07097	0.07079	0.08507	0.05192	0.2123	0.1848	0.04612	0.07694	0.05235	0.06714	0.03753	0.06115	0.05518	0.1742	0.07309	0.04412	0.07399	0.04504	0.1079	0.05909	0.1097	0.05547	0.05177	0.07473	0.05272	0.07008	0.07152	0.06021	0.1187	0.0715	0.1275	0.06009	0.0763	0.04409	0.0587	0.07367	0.1099	0.729	0.2111	0.06018	0.1201	0.059	0.7085	1	0.2114	0.07608	0.05652	0.08031	0.05567	0.06217	0.1273	0.05067	0.07714	0.05673	0.06189	0.0699	0.1103	0.06365	0.03654	0.03735	0.06691	0.0863	0.1376	0.07647	0.1933	0.1116	0.03807	0.06355	0.1094	0.07077	0.111	0.0838	0.08021	0.08678	0.0872	0.05908	0.05444	0.06703	0.05769	0.04572	0.07855	0.04644	0.04614	0.04346
DDX20	0.09668	0.1032	0.07987	0.1071	0.04394	0.1223	0.107	0.2861	0.08537	0.09524	0.1056	0.03345	0.2453	0.0587	0.04418	0.04316	0.08352	0.0929	0.05462	0.05002	0.06276	0.07777	0.05405	0.05458	0.05746	0.06775	0.03816	0.09858	0.1216	0.09028	0.06406	0.1028	0.05114	0.04262	0.03287	0.05973	0.0411	0.07108	0.06632	0.08464	0.05118	0.04911	0.06683	0.07046	0.07879	0.1046	0.315	0.05487	0.1211	0.03798	0.04352	0.2035	1	0.05236	0.09306	0.08404	0.05116	0.06336	0.04763	0.05235	0.0528	0.1235	0.09833	0.03991	0.1501	0.01779	0.04743	0.05731	0.03739	0.04815	0.157	0.07815	0.3459	0.04042	0.0574	0.07253	0.05408	0.05753	0.1749	0.05004	0.04807	0.057	0.04899	0.04748	0.1244	0.0934	0.06302	0.03395	0.0967	0.05489	0.04919	0.03636
EGR1	0.05735	0.06153	0.05875	0.05081	0.06302	0.0451	0.04803	0.02817	0.2887	0.07669	0.08225	0.05379	0.05647	0.04664	0.06921	0.04078	0.08481	0.1195	0.091	0.05271	0.123	0.02406	0.06067	0.08821	0.0686	0.08974	0.06256	0.08691	0.1121	0.07667	0.06478	0.06326	0.0722	0.04375	0.03226	0.09421	0.04749	0.075	0.09122	0.2556	0.04613	0.0265	0.03654	0.05121	0.051	0.07641	0.05621	0.06014	0.1178	0.1488	0.061	0.0333	0.0633	1	0.08672	0.1129	0.07691	0.08135	0.0635	0.05128	0.06625	0.03754	0.07817	0.0773	0.1569	0.0236	0.05798	0.07574	0.06587	0.04317	0.1402	0.06223	0.04085	0.05525	0.05703	0.09518	0.05564	0.078	0.04341	0.06336	0.06862	0.05699	0.03381	0.1619	0.1696	0.08679	0.09596	0.06396	0.08569	0.05443	0.05314	0.0587
ZFP36	0.06379	0.08578	0.09015	0.03942	0.0721	0.0724	0.06211	0.05526	0.08143	0.06979	0.1128	0.03442	0.03892	0.03995	0.05793	0.05417	0.06861	0.06427	0.1091	0.07051	0.08008	0.04863	0.07811	0.06866	0.09899	0.113	0.07762	0.08725	0.1266	0.09156	0.08955	0.04814	0.06859	0.09135	0.03719	0.06935	0.07074	0.0788	0.08928	0.06061	0.05993	0.04475	0.03555	0.08895	0.0618	0.09242	0.0768	0.1052	0.1297	0.07605	0.06852	0.05638	0.08665	0.08109	1	0.07134	0.07653	0.07339	0.05632	0.09354	0.07391	0.05545	0.08119	0.06701	0.1058	0.0476	0.08892	0.0975	0.08385	0.07457	0.1134	0.07739	0.04049	0.09525	0.06559	0.07797	0.06069	0.09069	0.04283	0.07501	0.07884	0.09769	0.0434	0.08412	0.1078	0.0699	0.06957	0.08457	0.05908	0.07351	0.08218	0.0908
HMGB2	0.1473	0.06028	0.1213	0.1389	0.1448	0.104	0.141	0.09155	0.1575	0.1392	0.1046	0.141	0.08136	0.1174	0.04988	0.1573	0.0743	0.0849	0.06553	0.09542	0.08944	0.07439	0.07887	0.05529	0.1382	0.135	0.165	0.04412	0.1734	0.07226	0.1184	0.112	0.1339	0.1632	0.129	0.1242	0.04819	0.08992	0.1719	0.07299	0.0933	0.0692	0.09033	0.08633	0.0674	0.07073	0.1593	0.1206	0.09051	0.1134	0.08015	0.0544	0.06397	0.1106	0.07198	1	0.09152	0.1466	0.08076	0.09538	0.06382	0.07872	0.1455	0.154	0.1207	0.1335	0.0738	0.1573	0.1252	0.07222	0.194	0.09178	0.1741	0.1392	0.06716	0.1135	0.1177	0.1084	0.06375	0.1489	0.08601	0.1095	0.1064	0.0762	0.05261	0.143	0.1046	0.07893	0.1168	0.06779	0.1081	0.07892
MIS18BP1	0.02951	0.05812	0.045	0.05131	0.03121	0.03117	0.02569	0.09192	0.1089	0.08179	0.1283	0.0204	0.0896	0.04603	0.06027	0.04331	0.07061	0.1085	0.0714	0.04504	0.05609	0.02088	0.05861	0.07658	0.05032	0.08409	0.03516	0.07488	0.1057	0.1028	0.06711	0.1138	0.07708	0.04454	0.02118	0.05639	0.0331	0.06104	0.1812	0.06242	0.07382	0.03308	0.04487	0.07257	0.05247	0.05688	0.03189	0.03672	0.1168	0.03921	0.03992	0.05567	0.06039	0.07156	0.08069	0.1126	1	0.08265	0.07375	0.0746	0.04083	0.05819	0.09861	0.03868	0.1034	0.04073	0.05893	0.0906	0.04231	0.03854	0.1383	0.05005	0.03387	0.03507	0.04936	0.1312	0.09097	0.09904	0.07956	0.1011	0.04855	0.04008	0.04228	0.04917	0.07081	0.07956	0.07311	0.02976	0.1065	0.08015	0.05387	0.05708
